complex_name,address,arena,community_centre,indoor_pool,indoor_soccer,library,outdoor_pool,fitness_leisure_centre,skate_park,spray_pad,wading_pool,location_1,geometry,:@computed_region_6rfj_69jf,:@computed_region_38v8_cedi
Home Playground,772 Sargent Ave,False,False,False,False,False,False,False,False,False,True,"{'latitude': '49.896698213250716', 'longitude': '-97.16721923928246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.16721923928246, 49.896698213250716], [-97.16723959457805, 49.89642316504316], [-97.16711929220847, 49.89641944597588], [-97.16699898982667, 49.89641572768291], [-97.1668786875008, 49.89641200836632], [-97.16681771015595, 49.89641012390248], [-97.16675838655432, 49.89640828984606], [-97.16675817911077, 49.89641108131011], [-97.16633611684139, 49.89639803560216], [-97.16632940758622, 49.896488775319995], [-97.166322699727, 49.896579514158866], [-97.16631598990115, 49.89667026735707], [-97.16709893908288, 49.8966944924009], [-97.16721923928246, 49.896698213250716]]]]}",3,29
Melrose Park C.C,480 Kimberly Ave,False,True,False,False,False,False,False,False,False,False,"{'latitude': '49.92270872041049', 'longitude': '-97.09477416834207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.09477416834207, 49.92270872041049], [-97.09371702331826, 49.922356987561905], [-97.09345054246984, 49.92269072583895], [-97.09284863736215, 49.92249051342146], [-97.09272411697917, 49.92244909346377], [-97.09268403858398, 49.92245737068446], [-97.09188561471957, 49.92345746003915], [-97.09294217679523, 49.92380898912502], [-97.09337928811242, 49.923260669750306], [-97.09413402454477, 49.923511768509876], [-97.09477416834207, 49.92270872041049]]]]}",1,112
Transcona Stadium Complex,1121 Wabasha St,True,False,True,False,False,True,False,False,True,True,"{'latitude': '49.900882276795585', 'longitude': '-97.00073723995095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.00073723995095, 49.900882276795585], [-96.99819254478365, 49.90092027939622], [-96.99815200384293, 49.903058050683754], [-96.9994479222668, 49.903038599347475], [-96.99945388527382, 49.90272078632963], [-96.99953879809222, 49.902719509121205], [-97.00059282556253, 49.902703655644274], [-97.00063574715465, 49.902675613334324], [-97.00064032416591, 49.90242902682616], [-97.0006437192701, 49.90224804482313], [-97.0006548236853, 49.90165621618483], [-97.0006582185589, 49.901475235056125], [-97.00072613521262, 49.90147421614024], [-97.00073127708458, 49.90120016998433], [-97.00073723995095, 49.900882276795585]]]]}",9,134
Morse Place C.C,700 Munroe Ave,False,True,False,False,False,False,False,False,False,True,"{'latitude': '49.91194229515091', 'longitude': '-97.0851800745668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.0851800745668, 49.91194229515091], [-97.08516174390651, 49.91190539694421], [-97.08265678172951, 49.911073461422205], [-97.08171713724319, 49.91225387220942], [-97.08425938751847, 49.91309822197816], [-97.0851800745668, 49.91194229515091]]]]}",1,89
William Whyte School Wading Pool,200 Powers St,False,False,False,False,False,False,False,False,False,True,"{'latitude': '49.91800038174194', 'longitude': '-97.1441206970615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.1441206970615, 49.91800038174194], [-97.14434105861619, 49.91771589685292], [-97.14435619854072, 49.91769627016044], [-97.14439040337116, 49.91770725626248], [-97.14459553691994, 49.91744236605309], [-97.14451189923592, 49.917415512825094], [-97.14438645227136, 49.91737523589132], [-97.14426100551867, 49.91733495882392], [-97.14413555758563, 49.91729468160058], [-97.14401011129118, 49.917254403366954], [-97.14388466517408, 49.917214125898624], [-97.14375921926887, 49.91717384829665], [-97.14363377218329, 49.917133570538745], [-97.14350832670179, 49.9170932926695], [-97.14338288143217, 49.91705301466661], [-97.14325743640894, 49.91701273563113], [-97.14313199017086, 49.91697245733867], [-97.14300654553685, 49.91693217893488], [-97.1428811011147, 49.916891900397445], [-97.14266094939421, 49.91717623931228], [-97.14244079647594, 49.91746057688968], [-97.14256621598847, 49.917500879782445], [-97.14269163574748, 49.91754118164268], [-97.1428170556839, 49.9175814842683], [-97.14294247722454, 49.917621786782625], [-97.14306789761942, 49.91766208824211], [-97.14319331819172, 49.91770239046697], [-97.1433187403682, 49.91774269258053], [-97.14344416139893, 49.91778299363927], [-97.14356958260709, 49.91782329546338], [-97.14369500541945, 49.917863597176186], [-97.14382042708601, 49.91790389783417], [-97.14394584893004, 49.91794419925751], [-97.14407127237826, 49.91798450056955], [-97.1441206970615, 49.91800038174194]]]]}",4,138
Kirkfield-Westwood C.C - McBey Site,3160 McBey Ave,False,True,False,False,False,False,False,False,False,False,"{'latitude': '49.87748564300172', 'longitude': '-97.28810042752058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.28810042752058, 49.87748564300172], [-97.28818820164845, 49.876739939702084], [-97.28812097826037, 49.87673558911846], [-97.28822814777288, 49.8758267162776], [-97.2867186024545, 49.87578582235336], [-97.28670781994401, 49.87587931279361], [-97.28669206392877, 49.87601593767934], [-97.2866763077831, 49.876152563457914], [-97.28666055157063, 49.87628918833132], [-97.28664479525958, 49.876425813198544], [-97.28662903884991, 49.8765624380596], [-97.28661328234162, 49.876699062914476], [-97.28659752570293, 49.87683568866222], [-97.28658176899744, 49.87697231350477], [-97.28656601080218, 49.877108938320575], [-97.28655025389946, 49.87724556315077], [-97.28653449689814, 49.8773821879748], [-97.2865187397982, 49.877518812792665], [-97.28658636210396, 49.87752222303278], [-97.28659896967788, 49.87741288876009], [-97.28709033468066, 49.877436700374545], [-97.28736935335553, 49.87745022072059], [-97.28803291714586, 49.87748237215882], [-97.28810042752058, 49.87748564300172]]]]}",14,97
West Kildonan Memorial C.C,346 Perth Ave,True,True,False,False,False,False,False,False,False,True,"{'latitude': '49.936722081656505', 'longitude': '-97.12726548119461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.12726548119461, 49.936722081656505], [-97.12714010252975, 49.936681678604636], [-97.12676396770598, 49.936560471345125], [-97.12663858989137, 49.936520067759446], [-97.12638783483014, 49.9364392619856], [-97.12618267186978, 49.93637314727711], [-97.12596005765991, 49.936661441734245], [-97.12561261430477, 49.93711138951995], [-97.12557474086813, 49.937160434914304], [-97.12535227332643, 49.937448529986085], [-97.12550493913109, 49.93749775474873], [-97.12643534761176, 49.93779774431244], [-97.1265337261386, 49.93767022162923], [-97.1266576703054, 49.937509558507976], [-97.12691783661249, 49.93717231068899], [-97.12704273397864, 49.93701040838863], [-97.12726548119461, 49.936722081656505]]]]}",4,102
Transcona Library,111 Victoria Ave W,False,False,False,False,True,False,False,False,False,False,"{'latitude': '49.895979239820825', 'longitude': '-97.00341994622256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.00341994622256, 49.895979239820825], [-97.00342296199301, 49.89618958914085], [-97.00342387514742, 49.89625328236272], [-97.00354182178627, 49.89625395831535], [-97.00365976846902, 49.8962546332491], [-97.0036588928753, 49.89619365271209], [-97.00365583369906, 49.895980598716875], [-97.00353788926165, 49.895979919316865], [-97.00341994622256, 49.895979239820825]]]]}",9,175
St. Norbert C.C,3450 Pembina Hwy,True,True,False,False,False,False,False,False,True,False,"{'latitude': '49.769069982005114', 'longitude': '-97.15633928462545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.15633928462545, 49.769069982005114], [-97.15595271868587, 49.76817218536057], [-97.15524364332623, 49.76738417849607], [-97.15235251367064, 49.768391869961555], [-97.15257679407023, 49.769851115464995], [-97.15260098812571, 49.76985240085428], [-97.15262518217992, 49.76985368623849], [-97.15265690111414, 49.769859589219344], [-97.15276509679289, 49.76986311375449], [-97.15280038928928, 49.76986922240505], [-97.15285747768965, 49.769880778289085], [-97.1528851693638, 49.76988301891252], [-97.15293208801944, 49.769890963234694], [-97.15312750162072, 49.76993905971663], [-97.15323224647089, 49.76995961497766], [-97.15325135412996, 49.76996258719496], [-97.15327506958293, 49.76996569482656], [-97.15331264818616, 49.76996359538363], [-97.15332507189126, 49.769965592487225], [-97.15336748503546, 49.76998245998489], [-97.1534350189569, 49.7699961298638], [-97.15349946944113, 49.770017846213754], [-97.1535637634197, 49.770037409694204], [-97.15363121491919, 49.770059525110064], [-97.1536650610936, 49.77008255256737], [-97.15368530049463, 49.77009816698455], [-97.15370516415776, 49.77012367010924], [-97.15373532460458, 49.7701340455427], [-97.15377743062258, 49.770159003656694], [-97.15382847957508, 49.77016791296295], [-97.15387519372995, 49.77018125075036], [-97.15391056473825, 49.77020070436445], [-97.15391885864928, 49.77020173606693], [-97.15395789373349, 49.77019786059023], [-97.1539842051597, 49.770200081647545], [-97.15399926083393, 49.77020571600132], [-97.15404140734472, 49.770230695973034], [-97.15404814710398, 49.770234367770485], [-97.15409464571827, 49.77025401103359], [-97.15410984555461, 49.77025605229274], [-97.15414566067821, 49.77026381917568], [-97.15418637900794, 49.77028875502543], [-97.15425593834196, 49.77032224609579], [-97.15429187805609, 49.77036329708856], [-97.15429282214293, 49.770375005867294], [-97.1543023674123, 49.770380566861675], [-97.15432731906711, 49.77038960496142], [-97.15478412477346, 49.77023038493793], [-97.15407203626583, 49.76986025550127], [-97.15633928462545, 49.769069982005114]]]]}",7,80
Vimy Ridge Memorial Park,821 Preston Ave,False,False,False,False,False,False,False,False,True,True,"{'latitude': '49.884154489641325', 'longitude': '-97.16814659829875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.16814659829875, 49.884154489641325], [-97.16652127683204, 49.88411120876769], [-97.16636899776903, 49.88615911393767], [-97.16642551311935, 49.88618603420784], [-97.16668240957311, 49.88611693493848], [-97.16695000450792, 49.88606443425699], [-97.16802655261068, 49.88577485579547], [-97.16814659829875, 49.884154489641325]]]]}",3,14
T. R.  Hodgson Park,303 Lockwood St,False,False,False,False,False,False,False,False,False,True,"{'latitude': '49.86814267871149', 'longitude': '-97.20397942811356', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.20397942811356, 49.86814267871149], [-97.2034289661533, 49.86812096895809], [-97.20342891851851, 49.86812147283292], [-97.20334427996177, 49.86811762876776], [-97.20279382004138, 49.868095916025375], [-97.20278088452207, 49.86823269855461], [-97.20276794891952, 49.8683694810785], [-97.20275501462456, 49.86850626361865], [-97.20274207882211, 49.86864304703086], [-97.20272914436063, 49.86877982956032], [-97.20271620842503, 49.86891661206288], [-97.20271103375597, 49.86897132487831], [-97.20267740150949, 49.86932695956011], [-97.20287501602694, 49.86933474796712], [-97.20307262922593, 49.86934253601629], [-97.20327024388827, 49.869350323750766], [-97.20346785862304, 49.869358111148976], [-97.20366547203936, 49.86936589818937], [-97.203863086919, 49.869373684915054], [-97.20389669755527, 49.86901806128899], [-97.20390186804379, 49.868963350161174], [-97.20391479491899, 49.868826571899234], [-97.20392772174431, 49.86868979273295], [-97.2039406484531, 49.86855301446033], [-97.20395357507867, 49.86841623618237], [-97.20396650162105, 49.86827945789909], [-97.20397942811356, 49.86814267871149]]]]}",5,202
Charleswood Library,5014 Roblin Blvd,False,False,False,False,True,False,False,False,False,False,"{'latitude': '49.85703700917745', 'longitude': '-97.28598771077401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.28598771077401, 49.85703700917745], [-97.28599589709914, 49.85694673187609], [-97.2854035323461, 49.856924517157864], [-97.28452344829796, 49.8568915062558], [-97.28443641300024, 49.85688824177909], [-97.2841096407346, 49.85687598261729], [-97.28403090731886, 49.857743374997725], [-97.28443949784106, 49.85781656835314], [-97.28530851712166, 49.85797223677937], [-97.28534911565126, 49.857524562317764], [-97.28537733513335, 49.85721339197069], [-97.28575813345057, 49.857227786894356], [-97.28596968739949, 49.85723578382278], [-97.28598771077401, 49.85703700917745]]]]}",15,219
King Edward Park,709 Manhatatn Ave,False,False,False,False,False,False,False,False,False,True,"{'latitude': '49.906798263168156', 'longitude': '-97.08929720986686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.08929720986686, 49.906798263168156], [-97.0894863106145, 49.9065605751867], [-97.08951896708197, 49.906520940623345], [-97.08963875877319, 49.906542405195886], [-97.09012470162345, 49.90662947317966], [-97.09077889591983, 49.9067466848481], [-97.09083548978136, 49.90661462604334], [-97.09095439118155, 49.90633717103638], [-97.0909679740656, 49.9063054766944], [-97.09108687389937, 49.906028021519695], [-97.09043261919628, 49.90591090858532], [-97.08977836633093, 49.90579379286894], [-97.08912411815814, 49.905676672618675], [-97.08854388367293, 49.905572799051384], [-97.08845824011527, 49.905586700038306], [-97.08770117596337, 49.905709580485926], [-97.08694414595783, 49.90583244937022], [-97.08657038992375, 49.90589310958208], [-97.08687485591057, 49.90599418016707], [-97.08722154739954, 49.90610926654658], [-97.08842550403763, 49.9065089155218], [-97.08848588096527, 49.906528957215954], [-97.08873493931213, 49.906611628252065], [-97.0888594688091, 49.90665296357275], [-97.08898399848624, 49.90669429966079], [-97.08910852841461, 49.90673563471835], [-97.08923305855866, 49.90677696964432], [-97.08929720986686, 49.906798263168156]]]]}",1,42
Varsity View Sportsplex,911 Oakdale Dr,True,True,False,False,False,False,False,True,False,False,"{'latitude': '49.841652606872664', 'longitude': '-97.27232231742214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.27232231742214, 49.841652606872664], [-97.27003254522681, 49.841868687234474], [-97.26987856958593, 49.84360270521891], [-97.27007553048227, 49.84425306593154], [-97.270616081431, 49.84465403921167], [-97.27167778743205, 49.84488934909532], [-97.27202824155452, 49.84492012078974], [-97.2722479628299, 49.84247881783356], [-97.27148604821991, 49.84246929373162], [-97.27156755733087, 49.84172383701382], [-97.27232231742214, 49.841652606872664]]]]}",15,77
Fort Garry Library,1360 Pembina Hwy,False,False,False,False,True,False,False,False,False,False,"{'latitude': '49.839590410337294', 'longitude': '-97.15175440929701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.15175440929701, 49.839590410337294], [-97.15149652622587, 49.839266939877476], [-97.15104600555033, 49.8394191606414], [-97.15097091870238, 49.83944453134774], [-97.15123001909878, 49.839765273251565], [-97.15175440929701, 49.839590410337294]]]]}",6,109
Victor Valde Memorial Park/ South Transcona C.C,124 Borden Ave,False,True,False,False,False,False,False,False,False,True,"{'latitude': '49.88394874758431', 'longitude': '-97.00140596883557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.00140596883557, 49.88394874758431], [-97.00093182555077, 49.883948508149345], [-97.00086396868737, 49.88394847386433], [-97.00039109787048, 49.88394823257511], [-97.00039158652356, 49.88415380557857], [-97.00039174804914, 49.88422232898867], [-97.00039223667352, 49.884427901983024], [-97.00039239815237, 49.884496426288955], [-97.00039288678524, 49.88470199837531], [-97.00039304825451, 49.88477052267822], [-97.00039369967243, 49.8850446199782], [-97.00039386112975, 49.88511314427731], [-97.00039434969806, 49.88531871634318], [-97.00039451114581, 49.88538724063924], [-97.00086742372211, 49.88538745198108], [-97.00086771220539, 49.885507641246804], [-97.00140891369801, 49.88550772028822], [-97.00140868620953, 49.885387673306234], [-97.0014085579565, 49.88531915318919], [-97.00140790973528, 49.88497655157377], [-97.00140778146732, 49.88490803145218], [-97.00140713317163, 49.88456542981394], [-97.00140700488878, 49.88449690968779], [-97.0014063565186, 49.88415430802676], [-97.00140622822084, 49.884085787896026], [-97.00140596883557, 49.88394874758431]]]]}",9,79
Vermillion Park,990 Beaverhill Blvd,False,False,False,False,False,False,False,False,False,True,"{'latitude': '49.85277836017603', 'longitude': '-97.06483414368962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.06483414368962, 49.85277836017603], [-97.06497007324137, 49.852903101715675], [-97.0650926946888, 49.853040946829395], [-97.06520075142501, 49.853190482900324], [-97.06528549453198, 49.853335441320226], [-97.06535653654018, 49.85348758392027], [-97.06541327439716, 49.85364561921147], [-97.06669863356758, 49.85364525538406], [-97.06669857775583, 49.85346983661215], [-97.06669852509586, 49.85331086280532], [-97.0666984738117, 49.85315188901756], [-97.06669842251304, 49.85299291522567], [-97.06669836980959, 49.85283394140646], [-97.06669831848194, 49.85267496760632], [-97.06669826713978, 49.852515993802044], [-97.06669821439284, 49.85235701997045], [-97.06669820635055, 49.85232961073731], [-97.06663461873154, 49.852329626621724], [-97.06663464443474, 49.8521396874144], [-97.06663472262706, 49.85158971036562], [-97.06676186621564, 49.85150751730071], [-97.0666347068582, 49.85150755385672], [-97.06661311949182, 49.851507163912515], [-97.06659156504512, 49.85150591001062], [-97.066570078081, 49.8515037941617], [-97.0665490909374, 49.851500883091774], [-97.06652823437229, 49.851497149699625], [-97.06650754059332, 49.851492599750515], [-97.06650752216112, 49.85165487723456], [-97.06650748401921, 49.851978800710114], [-97.06650744203432, 49.85232966006051], [-97.06604604692974, 49.8523297796178], [-97.0651224618023, 49.8526405892181], [-97.06483414368962, 49.85277836017603]]]]}",8,61
Kildonan Park,2015 Main St,False,False,False,False,False,True,False,False,False,False,"{'latitude': '49.94706395203213', 'longitude': '-97.10344827388593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.10344827388593, 49.94706395203213], [-97.1051161854668, 49.94495552739206], [-97.10567527233651, 49.94472031860733], [-97.10754841229299, 49.94362595181856], [-97.11129399617555, 49.94482195722809], [-97.11206120836904, 49.94376557802708], [-97.10283768153911, 49.94078899526612], [-97.10305662835188, 49.94073425391899], [-97.10219805445628, 49.94045711373124], [-97.10216213696258, 49.940481564303035], [-97.1021337676324, 49.940494142694355], [-97.10211562870958, 49.940494655346114], [-97.10209743376781, 49.94048950023511], [-97.10205085183054, 49.94047254678314], [-97.10204306748173, 49.94047556761009], [-97.10204081518403, 49.940486774479155], [-97.10202782022907, 49.94049825525369], [-97.10202186727035, 49.94050787239881], [-97.10201014000721, 49.940519014122465], [-97.10200252470413, 49.94052482616039], [-97.10196986015276, 49.940540302549564], [-97.10193853446802, 49.94054653600764], [-97.10191793784168, 49.94054574909854], [-97.10187890657124, 49.94053881366775], [-97.10186424270711, 49.94053956306696], [-97.10183570775375, 49.940549260277976], [-97.10180845910759, 49.940568783077794], [-97.10178695201456, 49.94057697622953], [-97.10171807656813, 49.94059176978872], [-97.10153732623888, 49.94060545123031], [-97.10149849315512, 49.94061120185122], [-97.10145499088568, 49.94062227300084], [-97.10141136284206, 49.940640088316734], [-97.10132902032002, 49.940657089780565], [-97.10125851622999, 49.940663670958564], [-97.10117132415198, 49.940690577335396], [-97.10109436623348, 49.94070532811498], [-97.10106071159937, 49.94071293951869], [-97.10101870923104, 49.94072243884665], [-97.10093591970669, 49.94076497848187], [-97.10083155547291, 49.940799698844856], [-97.1007713197243, 49.940815236782285], [-97.10076988343835, 49.94081559927689], [-97.1007040730702, 49.94083395048675], [-97.10065803216587, 49.94083868326251], [-97.09997029414939, 49.94102431600321], [-97.09975432416091, 49.941104160367715], [-97.09946014291684, 49.94119513549293], [-97.09940947059094, 49.941215786803696], [-97.09931742745692, 49.94125162340851], [-97.09928906847995, 49.9412568253853], [-97.09924080421679, 49.94125783320812], [-97.09923697753571, 49.94126298757255], [-97.09923227174455, 49.941276312966956], [-97.09921114415744, 49.94128900935972], [-97.09917443532782, 49.941304508617755], [-97.09910747272647, 49.941320231489456], [-97.0990289263826, 49.94136113028545], [-97.09889838559005, 49.94140927204539], [-97.09866524834806, 49.94151087064852], [-97.09860099116162, 49.941542828574825], [-97.09847906889821, 49.94159506898993], [-97.09836611536744, 49.9416602292544], [-97.0983129736333, 49.941685982874866], [-97.09817807559469, 49.94173854986182], [-97.0980348865288, 49.9418388340446], [-97.09795891179914, 49.941885171297336], [-97.09780833259497, 49.94201735614246], [-97.09772911709778, 49.94206103153335], [-97.09769835541036, 49.942091829428286], [-97.09767804986204, 49.9421190209648], [-97.09765175131723, 49.94214174310534], [-97.097624108528, 49.94217149892265], [-97.09757939607465, 49.94221032064417], [-97.09755054176613, 49.94225284328211], [-97.09749888743875, 49.94230803455529], [-97.09738624009549, 49.94247797892209], [-97.0973482702357, 49.942556064847494], [-97.09727229560497, 49.94270649270834], [-97.09722010217882, 49.9428427996152], [-97.09719971393805, 49.94295697126285], [-97.0971738896382, 49.94307114364732], [-97.09716629222274, 49.943221505146276], [-97.0971603483989, 49.943252080519244], [-97.0971612960858, 49.94327755189141], [-97.09714417556859, 49.94332647352562], [-97.09714190532928, 49.943352251888925], [-97.09715282526042, 49.943390440437604], [-97.09715529341965, 49.94342281241195], [-97.09716401206597, 49.94344562286226], [-97.09718439004573, 49.94347321209], [-97.09718558577875, 49.94348177695199], [-97.097178010693, 49.94349361597793], [-97.09716489103408, 49.9435011363696], [-97.0971605103154, 49.94350619162368], [-97.09719367980611, 49.94352751437168], [-97.09720602606356, 49.943546696402606], [-97.09721194948108, 49.94356262478698], [-97.09720985990845, 49.94358381867094], [-97.0972026698155, 49.943606923340596], [-97.09718970318598, 49.94363197088637], [-97.09718681440685, 49.94365576020136], [-97.09719423934202, 49.94367603082127], [-97.0972091897256, 49.94369633498407], [-97.0972315043209, 49.94374174530606], [-97.09723562428988, 49.94376106801249], [-97.09733194526191, 49.94404762474651], [-97.0973411077733, 49.94410516311794], [-97.09737178449656, 49.944147313279345], [-97.09741993681732, 49.94424120150717], [-97.09745136596514, 49.94433413502407], [-97.09747137211137, 49.944379129068544], [-97.09746559831838, 49.94440538964725], [-97.09749197904623, 49.944447223799045], [-97.0974997990322, 49.94446423831903], [-97.09752052469561, 49.94448301809727], [-97.09754211567781, 49.94449398643005], [-97.09759544037315, 49.94450259701095], [-97.09765207280927, 49.94452277541829], [-97.09770297634755, 49.94451146730579], [-97.09778090698563, 49.94450051260515], [-97.09781672397315, 49.94450065042962], [-97.09782372542095, 49.944503373832596], [-97.09777941136375, 49.94451371070053], [-97.09774298409235, 49.944525526185586], [-97.0976973431261, 49.94453062416127], [-97.09768211845505, 49.944534961831366], [-97.09766809670386, 49.944547684572704], [-97.09765691874202, 49.944573136899876], [-97.09765196074171, 49.94460345861491], [-97.09765159245917, 49.94463403552903], [-97.09766619746762, 49.94467727117822], [-97.0977425032578, 49.94481371767998], [-97.0978980704715, 49.945015148860975], [-97.09805180431815, 49.945199459275315], [-97.09812675745587, 49.94530417603648], [-97.09885732597411, 49.945520639827116], [-97.10100697067558, 49.9462362051925], [-97.1015013773588, 49.94640077278271], [-97.10176837218108, 49.94648964301063], [-97.1017733200147, 49.946491289906774], [-97.1020387070058, 49.94658202749248], [-97.10344827388593, 49.94706395203213]]]]}",4,105
Cornish Library,20 West Gate,False,False,False,False,True,False,False,False,False,False,"{'latitude': '49.878550976571084', 'longitude': '-97.15983601939111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.15983601939111, 49.878550976571084], [-97.16030262149377, 49.87837176090424], [-97.16070059484458, 49.87807875478686], [-97.16068234397306, 49.87807171350523], [-97.16064174809068, 49.8780474218706], [-97.16056263818521, 49.87800208133078], [-97.16055019332198, 49.8779889317427], [-97.16045794299795, 49.87794033220583], [-97.1604289578138, 49.87791830744033], [-97.15949883798898, 49.87827555456224], [-97.15968737466848, 49.878480544048536], [-97.15983601939111, 49.878550976571084]]]]}",6,22
Parc Club Optimist - Saint Boniface - Optimist Club Park,294 Bertrand St,True,False,False,False,False,False,False,False,False,False,"{'latitude': '49.883097932273834', 'longitude': '-97.11609881295533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.11609881295533, 49.883097932273834], [-97.11444308668543, 49.88316784693941], [-97.1141606069841, 49.88320723452152], [-97.11378300813149, 49.883223173305744], [-97.1147401245457, 49.884302793222005], [-97.1162261457882, 49.88424367538491], [-97.11619896887903, 49.88396147350603], [-97.1161121477474, 49.88396514800342], [-97.11606185032461, 49.88344286617841], [-97.11613174244738, 49.8834398919204], [-97.11609881295533, 49.883097932273834]]]]}",8,178
Sister McNamara Park,760 Ross Ave,False,False,False,False,False,False,False,False,False,True,"{'latitude': '49.90654449948819', 'longitude': '-97.15895873316443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.15895873316443, 49.90654449948819], [-97.15883331055225, 49.90670520073575], [-97.15857798322004, 49.90703199537547], [-97.15897700272797, 49.907159896361264], [-97.15944967649422, 49.906554670496625], [-97.15925921921664, 49.906493811471215], [-97.15895873316443, 49.90654449948819]]]]}",12,213
Trafford Playground /  Norberry - Glenlee C.C - Glenlee Site,176 Worthington Ave,False,True,False,False,False,False,False,False,False,False,"{'latitude': '49.84035659206527', 'longitude': '-97.09756103017232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.09756103017232, 49.84035659206527], [-97.09748973519054, 49.84038115753505], [-97.09735806219419, 49.84042652682446], [-97.09722534558448, 49.840472255724606], [-97.09722793044718, 49.840477270677866], [-97.09694524718172, 49.84057470535091], [-97.09677275170264, 49.84024000235574], [-97.09602460215072, 49.84049757513685], [-97.0960381665243, 49.84052393786481], [-97.09636927723888, 49.841167002181614], [-97.09651328954658, 49.84124160328012], [-97.09693914870176, 49.841759212730274], [-97.0973832072844, 49.842298930733996], [-97.09847420299103, 49.84192354709026], [-97.09875516997276, 49.841826871195906], [-97.09850953264277, 49.84152928292589], [-97.09840976008398, 49.84140840806238], [-97.09830998805214, 49.84128753221746], [-97.09832545219822, 49.84128221081495], [-97.09821565717078, 49.84114926534394], [-97.09810586277374, 49.8410163188741], [-97.09799606754652, 49.840883373180496], [-97.09783864417005, 49.84069275316517], [-97.09781838228433, 49.84066821826422], [-97.09756103017232, 49.84035659206527]]]]}",11,114
