complex_name,address,arena,community_centre,indoor_pool,indoor_soccer,library,outdoor_pool,fitness_leisure_centre,skate_park,spray_pad,wading_pool,location_1,geometry,:@computed_region_6rfj_69jf,:@computed_region_38v8_cedi
Marjorie Park,245 Marjorie St,False,False,False,False,False,False,False,False,False,True,"{'latitude': '49.88055828481922', 'longitude': '-97.21283318326813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.21283318326813, 49.88055828481922], [-97.21279456036471, 49.88098208584433], [-97.21320185760786, 49.880997696436424], [-97.21326954060159, 49.881000333659806], [-97.21325714934355, 49.881134292837245], [-97.21366425247913, 49.88114954350339], [-97.21371659840906, 49.88059181881983], [-97.21283318326813, 49.88055828481922]]]]}",13,131
Old Exhibition Athletic Grounds,80 Sinclair St,True,False,True,False,False,False,False,False,False,True,"{'latitude': '49.917445639475', 'longitude': '-97.16123106971018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.16123106971018, 49.917445639475], [-97.1598392281247, 49.919255819906084], [-97.160854788364, 49.91957665686865], [-97.16182602259775, 49.91891537641089], [-97.16276824388169, 49.9192234051039], [-97.16171542552902, 49.91991490254035], [-97.16645114261952, 49.92143326778974], [-97.16605565133666, 49.921946747596714], [-97.16605741028509, 49.92194715105819], [-97.16605949343352, 49.92194758118015], [-97.16606133902033, 49.921947920311574], [-97.16606344906316, 49.92194826109763], [-97.16606543820745, 49.92194853759091], [-97.16606740602921, 49.92194876926147], [-97.16606948465704, 49.92194896954829], [-97.1660714401563, 49.921949116890794], [-97.16607313280733, 49.921949212614905], [-97.16607543835728, 49.921949295892745], [-97.1660772017507, 49.92194932310466], [-97.16607941967219, 49.92194931253993], [-97.16608091219504, 49.92194927732451], [-97.16608360617938, 49.92194915629914], [-97.16608577740278, 49.92194900454744], [-97.1660876615026, 49.92194883321036], [-97.16608958956614, 49.92194861921969], [-97.16609157695751, 49.921948357061765], [-97.16609357486855, 49.9219480501333], [-97.1660955332463, 49.92194770608737], [-97.16609722986851, 49.92194737258549], [-97.16609931296782, 49.92194691921478], [-97.16610143108349, 49.92194639923347], [-97.16610323157447, 49.921945914702846], [-97.16610498348668, 49.921945402318975], [-97.1661068464692, 49.92194481124547], [-97.16610850696237, 49.92194424241161], [-97.16611028233062, 49.92194358818542], [-97.16611167338024, 49.92194304064335], [-97.1661138082855, 49.921942136910026], [-97.16611536070106, 49.92194142841725], [-97.16611697530281, 49.921940642281456], [-97.16611877966979, 49.92193969973731], [-97.16612015772924, 49.92193893067143], [-97.16612151946785, 49.92193812531427], [-97.16612314258697, 49.92193710113758], [-97.16612453742083, 49.92193615967278], [-97.16612587133895, 49.921935200532886], [-97.16612704221998, 49.92193430617417], [-97.16612844023085, 49.92193317079327], [-97.16612961284916, 49.92193214237146], [-97.16613078296383, 49.92193104979675], [-97.16613180102942, 49.921930033481075], [-97.16613291015557, 49.92192884556934], [-97.16613375756882, 49.92192787208821], [-97.16613484525499, 49.92192652299812], [-97.16619151920908, 49.92185291507086], [-97.16655027344484, 49.921968053031534], [-97.16685442080329, 49.92157301845012], [-97.16780325883015, 49.92187752941541], [-97.16881704971625, 49.92116826350908], [-97.16886771603338, 49.92113169409923], [-97.16891753707723, 49.92109331907861], [-97.16896339135607, 49.92105575875299], [-97.1690105930267, 49.92101439015562], [-97.16905412533207, 49.920973647305075], [-97.16909574471498, 49.920931829015785], [-97.16913283871611, 49.92089204989477], [-97.16917263411227, 49.920845989747555], [-97.16920788856821, 49.92080206287779], [-97.16924101800721, 49.92075722825182], [-97.16927014798823, 49.92071460533302], [-97.16930065660004, 49.9206658105508], [-97.16932346348128, 49.92062583694311], [-97.16935118847861, 49.92057218060724], [-97.16937156597392, 49.92052785687531], [-97.16939248866589, 49.920476606253544], [-97.16940840575428, 49.920431824895786], [-97.16942430716722, 49.9203796231395], [-97.16943634353404, 49.920332206421854], [-97.16944666537408, 49.92028149345991], [-97.16963438146107, 49.920341629996564], [-97.16965504188195, 49.92014633201602], [-97.16857443267922, 49.91979994372961], [-97.16123106971018, 49.917445639475]]]]}",12,194
St. John's Leisure Centre,,False,False,False,False,False,False,True,False,False,False,"{'latitude': '49.92749636525848', 'longitude': '-97.12592716345416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.12592716345416, 49.92749636525848], [-97.12680597148216, 49.927779500692644], [-97.12690107384944, 49.92765600371192], [-97.12721497828204, 49.92775711317229], [-97.12726158946984, 49.927696603641], [-97.12763831342419, 49.927817919495695], [-97.12764775299559, 49.927805670734784], [-97.1278361180987, 49.92786632898104], [-97.12793945643284, 49.92773188905723], [-97.12618158283476, 49.92716560245585], [-97.12592716345416, 49.92749636525848]]]]}",4,121
Tyndall Park C.C / Tyndall Park School Wading Pool,2255 King Edward St,False,True,False,False,False,False,False,False,False,True,"{'latitude': '49.934958417931156', 'longitude': '-97.20655247896104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.20655247896104, 49.934958417931156], [-97.20612804573071, 49.934958778411115], [-97.20612814603848, 49.935013568838926], [-97.204905310951, 49.93501460010315], [-97.20450680711551, 49.93501493330971], [-97.20450718846045, 49.935342449202984], [-97.20401907972914, 49.93534259310982], [-97.20401937481688, 49.935671438913104], [-97.20157596387115, 49.93567186914161], [-97.20157668496041, 49.93652209584547], [-97.2015782841527, 49.93840923810767], [-97.20655616089789, 49.93840519343394], [-97.20655532705335, 49.93762418917237], [-97.20443238958325, 49.9376258117509], [-97.20471884150103, 49.93730187951828], [-97.2044317742143, 49.93702497806641], [-97.204430922187, 49.93619336833576], [-97.2044726597035, 49.936193336754506], [-97.20490597822959, 49.93619300799016], [-97.20655379669465, 49.93619174509391], [-97.20655247896104, 49.934958417931156]]]]}",12,127
Golden Gate Park / Sturgeon Creek C.C,210 Rita St,False,True,False,False,False,False,False,False,False,True,"{'latitude': '49.876317060679995', 'longitude': '-97.25788177190572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.25788177190572, 49.876317060679995], [-97.2584746377319, 49.876338785773804], [-97.25831377271952, 49.87817214530536], [-97.26059049572235, 49.87825434037975], [-97.26080492924501, 49.87580018709794], [-97.26076496778275, 49.8757742190433], [-97.25792112964491, 49.875868148611936], [-97.25788177190572, 49.876317060679995]]]]}",13,35
Champlain C.C,282 Niverville Ave,False,True,False,False,False,False,False,False,False,True,"{'latitude': '49.87520401180342', 'longitude': '-97.11480023475168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.11480023475168, 49.87520401180342], [-97.1135989425301, 49.875257309828214], [-97.11376767832552, 49.87684727247311], [-97.11496970971533, 49.87679404066922], [-97.11480023475168, 49.87520401180342]]]]}",8,49
Lord Roberts C.C,725 Kylemore Ave,False,True,False,False,False,False,False,False,False,False,"{'latitude': '49.8587118209101', 'longitude': '-97.1461141411847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.1461141411847, 49.8587118209101], [-97.14576167375269, 49.858829630448554], [-97.14566773250559, 49.858861029555946], [-97.1455737911382, 49.85889242858564], [-97.14547984968497, 49.85892382663866], [-97.14538590668649, 49.85895522549068], [-97.14529196495825, 49.85898662428726], [-97.14519802314416, 49.85901802210718], [-97.14510408117536, 49.85904942074835], [-97.14501013908628, 49.85908081931181], [-97.14491619548637, 49.85911221777529], [-97.14482225319114, 49.859143615284395], [-97.14472831074121, 49.85917501361473], [-97.14463436817098, 49.85920641186737], [-97.1445404254805, 49.8592378100423], [-97.14444648270414, 49.85926920724056], [-97.14435253838252, 49.859300605237806], [-97.14425859533117, 49.85933200317962], [-97.14416465219398, 49.85936340014475], [-97.14433774371905, 49.85957795875522], [-97.14446324098185, 49.859739656581155], [-97.14433897850395, 49.85978117613642], [-97.14421471585011, 49.85982269465677], [-97.14409045437645, 49.85986421306343], [-97.14384192798236, 49.859947250323266], [-97.14371766448694, 49.85998876829978], [-97.14359340217172, 49.8600302861626], [-97.14346913822106, 49.86007180476613], [-97.1433448740945, 49.86011332233475], [-97.14322060975752, 49.860154839767404], [-97.14309634517569, 49.86019635796305], [-97.14297208180852, 49.86023787514605], [-97.14284781684039, 49.86027939217081], [-97.14272355162738, 49.86032090995855], [-97.14259928623845, 49.86036242671138], [-97.14247502202973, 49.860403943350526], [-97.14235075618555, 49.860445460730375], [-97.14223778733164, 49.86048320303525], [-97.14243380900777, 49.8607262164252], [-97.14246517666257, 49.860765102919856], [-97.14550095968752, 49.85975072537326], [-97.14553725507821, 49.85968923121638], [-97.14559952077259, 49.85958373676876], [-97.1457640270734, 49.859305021266074], [-97.1459137403303, 49.859051363887424], [-97.14592484305436, 49.85903255202888], [-97.1461141411847, 49.8587118209101]]]]}",6,99
Greendell C.C,75 Woodlawn Ave,False,True,False,False,False,False,False,False,False,False,"{'latitude': '49.820923411155775', 'longitude': '-97.12207456022145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.12207456022145, 49.820923411155775], [-97.1188106287628, 49.82204864882251], [-97.11883055706267, 49.822072830178286], [-97.11907757629668, 49.82237256818036], [-97.11911323337759, 49.82241583523774], [-97.11915526231341, 49.822412501159675], [-97.11940655320966, 49.82239256120174], [-97.12001602651064, 49.822344199168654], [-97.12015961403912, 49.822294611592845], [-97.12027915449949, 49.822253329325825], [-97.12061034746883, 49.822138951338545], [-97.12095082970185, 49.82202136427166], [-97.12129131026869, 49.82190377708172], [-97.12181387924733, 49.8216339412642], [-97.12183532088753, 49.82161031768681], [-97.12192290112661, 49.821513825231506], [-97.12200866706209, 49.82141933260653], [-97.12225735105068, 49.82114533955289], [-97.1220944718636, 49.82094758628162], [-97.12207456022145, 49.820923411155775]]]]}",11,83
River Heights C.C,1370 Grosvenor Ave,True,True,False,False,False,False,False,False,True,False,"{'latitude': '49.86339088162767', 'longitude': '-97.18254496216014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.18254496216014, 49.86339088162767], [-97.18203607143329, 49.86337266407731], [-97.18175664865984, 49.863362659794305], [-97.18124775861845, 49.863344438788864], [-97.18116308448872, 49.86334140634661], [-97.18065419496357, 49.86332318273966], [-97.18052376681746, 49.86484957666618], [-97.18103250544875, 49.86486779750185], [-97.18111715302871, 49.864870829610155], [-97.18139980737818, 49.864880951898876], [-97.18130814530116, 49.86595091156451], [-97.18102559706206, 49.86594079229467], [-97.18094096532901, 49.86593776113296], [-97.18054849196689, 49.86592370353389], [-97.1805205228389, 49.866250548484935], [-97.18040182924433, 49.86627649251403], [-97.18037368874184, 49.86660578043444], [-97.18088225387152, 49.8666239973189], [-97.18096687251811, 49.866627029068226], [-97.18147543816353, 49.86664524335454], [-97.18175468375108, 49.86665524364676], [-97.18226325004755, 49.86667345538143], [-97.18254496216014, 49.86339088162767]]]]}",5,162
Bernie Wolfe Indoor Pool,95 Bournais Dr,False,False,True,False,False,False,False,False,False,False,"{'latitude': '49.89124371497755', 'longitude': '-97.04370287471829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.04370287471829, 49.89124371497755], [-97.04444042002167, 49.889532162552406], [-97.04278943753644, 49.88923640961496], [-97.04248300966917, 49.88994719026499], [-97.04206315157873, 49.890921041109046], [-97.04209264073648, 49.890954767163485], [-97.04346170275264, 49.891200439463276], [-97.04370287471829, 49.89124371497755]]]]}",9,186
Victoria Jason Park,255 Redonda St,False,False,False,False,False,False,False,True,False,False,"{'latitude': '49.896223706953194', 'longitude': '-96.97905235786523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-96.97905235786523, 49.896223706953194], [-96.97906081892988, 49.896323167549255], [-96.97907819851697, 49.89642146276652], [-96.97910435552092, 49.89651779454181], [-96.97913907757182, 49.896611380753214], [-96.97917623532025, 49.89669036052384], [-96.97921949570927, 49.89676616976588], [-96.97926859018514, 49.8968383378674], [-96.97932321397701, 49.89690641682009], [-96.97938302798892, 49.896969984000435], [-96.97953053235345, 49.89712563665852], [-96.9795698892752, 49.8971671687986], [-96.9796408824166, 49.89724255755702], [-96.97970572128672, 49.89732330043253], [-96.97976400354605, 49.89740889639779], [-96.97981536754035, 49.89749881431098], [-96.97985949454471, 49.89759249621163], [-96.97990073895812, 49.89770349923324], [-96.97993182705163, 49.89781776341347], [-96.9799525065649, 49.89793436157029], [-96.97996260969666, 49.898052347582905], [-96.97998303438473, 49.899693548055495], [-96.98281229266713, 49.89967836627962], [-96.9827972277931, 49.8984845444851], [-96.98364579340037, 49.89847997735985], [-96.98363182356387, 49.8973744785684], [-96.98318638834635, 49.89737682449957], [-96.98318555866092, 49.897311050965875], [-96.9831838303083, 49.897174035444884], [-96.98318210056246, 49.89703701989673], [-96.98318037220642, 49.896900004369826], [-96.98317864384867, 49.89676298883996], [-96.98317691409774, 49.89662597328294], [-96.98317518573658, 49.89648895774716], [-96.98317345737375, 49.89635194220841], [-96.98296983929377, 49.89635305329085], [-96.98275773765164, 49.89635420887274], [-96.98254563597338, 49.89635536496523], [-96.9823335342965, 49.89635652066943], [-96.98212143262096, 49.89635767598536], [-96.9819093309843, 49.896358830014144], [-96.98169722931152, 49.89635998455352], [-96.98146816040152, 49.89636123092759], [-96.98146452639331, 49.89607352760924], [-96.98142210571004, 49.89607375945739], [-96.97993739717272, 49.89608186372617], [-96.97951743567162, 49.896084151870454], [-96.97905064523317, 49.89608669426127], [-96.97905235786523, 49.896223706953194]]]]}",9,134
Garden City C.C,725 Kingsbury Ave,False,True,False,True,False,False,False,False,False,False,"{'latitude': '49.948648049476155', 'longitude': '-97.14342207886095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.14342207886095, 49.948648049476155], [-97.14307127371339, 49.94853499326693], [-97.14160925065087, 49.94806380075389], [-97.14136799253188, 49.947986043513], [-97.14052386536767, 49.94771397631889], [-97.1385001028456, 49.94706166835718], [-97.13765620031582, 49.94815209920908], [-97.13763723087911, 49.94817660980744], [-97.13752720634743, 49.948318771727514], [-97.1373071553491, 49.94860309432342], [-97.13719712888245, 49.94874525499926], [-97.13708710172455, 49.948887416458945], [-97.13697707394475, 49.949029576904614], [-97.13686704408055, 49.94917173811172], [-97.1367522158837, 49.94932009968649], [-97.13950733180931, 49.95020767023923], [-97.1392581274453, 49.95053022133492], [-97.13927717507683, 49.95056698258179], [-97.1414086813465, 49.95125354089373], [-97.14342207886095, 49.948648049476155]]]]}",2,128
St. Boniface Library,131 Provencher Blvd,False,False,False,False,True,False,False,False,False,False,"{'latitude': '49.892028830081806', 'longitude': '-97.12464232090001', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.12464232090001, 49.892028830081806], [-97.12514936680338, 49.891899271599755], [-97.1249583945093, 49.891587964111295], [-97.1244514153727, 49.89171746403334], [-97.12464232090001, 49.892028830081806]]]]}",8,184
Norwood C.C,87 Walmer St,False,True,False,False,False,True,False,False,False,True,"{'latitude': '49.879124587469036', 'longitude': '-97.13208201562952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.13208201562952, 49.879124587469036], [-97.13208309532992, 49.87912291485184], [-97.1320840300005, 49.879121157071374], [-97.13208481297058, 49.87911932667276], [-97.13208543865215, 49.87911743671938], [-97.13208590257985, 49.87911550069966], [-97.13208620144259, 49.87911353243081], [-97.13208633310747, 49.879111545960164], [-97.13208629663477, 49.87910955546501], [-97.13208609228482, 49.879107575151316], [-97.13208572151603, 49.8791056191524], [-97.13208518697456, 49.87910370142806], [-97.13208449426685, 49.87910183991999], [-97.13208364726273, 49.87910004335654], [-97.13208265197919, 49.879098324500255], [-97.1320815154866, 49.879096695561685], [-97.13208024585848, 49.87909516811261], [-97.13207885211409, 49.87909375300384], [-97.13207734415442, 49.879092460288135], [-97.13207573269186, 49.87909129914877], [-97.13207402917399, 49.87909027783435], [-97.13207224570243, 49.87908940360016], [-97.13207039494671, 49.87908868265665], [-97.1320684900544, 49.87908812012532], [-97.13206654455759, 49.87908772000232], [-97.13206457227686, 49.879087485130064], [-97.13184343617635, 49.87901123307882], [-97.13105556941198, 49.878987478779976], [-97.13054726782866, 49.878972150341006], [-97.13046255069192, 49.87896959568071], [-97.1299542509467, 49.878954264667584], [-97.12967468557542, 49.87894583111112], [-97.12916638642417, 49.87893049664829], [-97.12908166946094, 49.87892794098027], [-97.12857337075685, 49.878912603920874], [-97.128564439569, 49.8790367065634], [-97.12828487402157, 49.879028270550826], [-97.12829380592358, 49.87890416793789], [-97.12778550642263, 49.87888882740633], [-97.12775876654499, 49.87926109826059], [-97.12772500891536, 49.8797310724133], [-97.12776212531307, 49.87973809003866], [-97.1278841253669, 49.87976115658323], [-97.1279857711944, 49.87978037440081], [-97.12785541069034, 49.88006904243131], [-97.12968502853631, 49.88041490572865], [-97.12968657395045, 49.88041374694085], [-97.13036286402298, 49.880541604035706], [-97.13078186537068, 49.88021949030353], [-97.13186687938484, 49.87938534168016], [-97.13208201562952, 49.879124587469036]]]]}",8,179
Jacob Penner Park,659 Wellington Ave,False,False,False,False,False,False,False,False,False,True,"{'latitude': '49.900134226433565', 'longitude': '-97.16244531784365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.16244531784365, 49.900134226433565], [-97.1621182596156, 49.90012401130477], [-97.16152152715797, 49.90010537095553], [-97.16151524058442, 49.90019213500594], [-97.16148775815145, 49.900571405690016], [-97.1614167583196, 49.900613164171], [-97.1614143741544, 49.90064606152373], [-97.16087939807466, 49.90062964549053], [-97.160872876937, 49.900720164790904], [-97.16086635716213, 49.900810684111384], [-97.16085331477612, 49.90099172180323], [-97.16084679491432, 49.90108224111772], [-97.16082723101394, 49.90135379808409], [-97.16082071103624, 49.901444317390634], [-97.16081745747798, 49.901489480898924], [-97.1607987276263, 49.90174945923133], [-97.16090794261399, 49.90178444280273], [-97.16123558446489, 49.90188939014588], [-97.1613222192131, 49.901917140290806], [-97.16186962461825, 49.90209247779208], [-97.16197511390979, 49.90212626610575], [-97.1620806047425, 49.90216005434697], [-97.16218609429863, 49.90219384337055], [-97.16229158543008, 49.90222763142271], [-97.16231922630527, 49.90185124247841], [-97.16234949023602, 49.90143915888925], [-97.1623545327677, 49.901370478414755], [-97.16238479602056, 49.90095839387807], [-97.16238983843355, 49.9008897133955], [-97.16241505723723, 49.90054631017664], [-97.16242009954853, 49.90047762968712], [-97.16244531784365, 49.900134226433565]]]]}",3,29
McFadyen Playground,416 Assiniboine Ave,False,False,False,False,False,False,False,False,False,True,"{'latitude': '49.88329144328032', 'longitude': '-97.14088027893553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.14088027893553, 49.88329144328032], [-97.14151270581665, 49.883980915255556], [-97.14169513885643, 49.8839110505656], [-97.14187757140903, 49.88384118468272], [-97.14242486583296, 49.88363158796721], [-97.14178136021415, 49.882930051930686], [-97.14178053981749, 49.88293031762465], [-97.14176358376818, 49.882940480034065], [-97.14174106248942, 49.88296143721242], [-97.14169060818043, 49.882992021001165], [-97.14161966410579, 49.88302252002746], [-97.1415261924637, 49.883050281327094], [-97.14148448822115, 49.883066883117245], [-97.14143695778677, 49.883092082475706], [-97.14142568622887, 49.88309733294484], [-97.1413719240664, 49.88311617001135], [-97.14134068544831, 49.883121246020146], [-97.14133318901561, 49.883117078047775], [-97.14125027584886, 49.88315731274085], [-97.1411438619654, 49.883186002264594], [-97.14113225455132, 49.88319463125127], [-97.14106467302422, 49.88322371947314], [-97.1409204973838, 49.883278486950665], [-97.14088027893553, 49.88329144328032]]]]}",6,50
Sir William Stephenson Library,765 Keewatin St,False,False,False,False,True,False,False,False,False,False,"{'latitude': '49.93671045610571', 'longitude': '-97.19297696774278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.19297696774278, 49.93671045610571], [-97.19459716050716, 49.93671076583508], [-97.19485754852342, 49.93654261563726], [-97.19485733595042, 49.93601957256528], [-97.19299055098267, 49.93601961403764], [-97.19299066178269, 49.93655551262047], [-97.19299028019172, 49.93658140829143], [-97.19298914046077, 49.93660728168316], [-97.19298724356734, 49.936633110604575], [-97.19298457739718, 49.93665898950436], [-97.19298115113388, 49.93668477877804], [-97.19297696774278, 49.93671045610571]]]]}",12,15
East End Cultural & Leisure Centre,575 Larsen Ave,False,False,False,False,False,False,True,False,False,True,"{'latitude': '49.91264885527212', 'longitude': '-97.09866786888409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.09866786888409, 49.91264885527212], [-97.09698981819831, 49.91209211999476], [-97.09648973686082, 49.912720868965806], [-97.09761267596885, 49.91309313546924], [-97.09762844163737, 49.91307373463823], [-97.09818351598518, 49.91325778077613], [-97.0983767164083, 49.91301489276597], [-97.09845422731982, 49.91291744549987], [-97.09847360604229, 49.91289308369157], [-97.09866786888409, 49.91264885527212]]]]}",1,197
Glenwood C.C,27 Overton St,True,True,False,False,False,False,False,False,False,False,"{'latitude': '49.865357719000166', 'longitude': '-97.10875485720366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'MultiPolygon', 'coordinates': [[[[-97.10875485720366, 49.865357719000166], [-97.10866057005846, 49.86538900703023], [-97.10856628418368, 49.8654202950047], [-97.10847199676279, 49.8654515837771], [-97.10837770925673, 49.86548287157229], [-97.1082834216304, 49.86551415928919], [-97.10818913388378, 49.865545446927804], [-97.1080948460169, 49.86557673448811], [-97.10800055802972, 49.86560802197013], [-97.10790627131296, 49.86563930939656], [-97.10781198308521, 49.86567059672202], [-97.10771769470206, 49.8657018848681], [-97.10762340623377, 49.865733172036954], [-97.10752911764519, 49.865764459127526], [-97.1074348289363, 49.865795746139796], [-97.10734054149788, 49.86582703309648], [-97.10724625254845, 49.86585831995216], [-97.10719910733327, 49.86587396333929], [-97.10715196347874, 49.86588960672956], [-97.10705767428875, 49.86592089342866], [-97.10696338497849, 49.86595218004946], [-97.10686909551279, 49.8659834674909], [-97.10677480596196, 49.86601475395511], [-97.10668051768158, 49.86604604036375], [-97.10658622789018, 49.86607732667137], [-97.1064919379785, 49.866108612900696], [-97.10639764794657, 49.866139899051745], [-97.10630335779433, 49.86617118512447], [-97.10620906752183, 49.866202471118925], [-97.1061147784846, 49.86623375795673], [-97.10602048797153, 49.86626504379458], [-97.10592619733818, 49.866296329554125], [-97.10583190658456, 49.86632761523538], [-97.10573761571065, 49.86635890083835], [-97.10564332471645, 49.866390186363], [-97.10574967297858, 49.86652431069638], [-97.1059479332709, 49.86677458841681], [-97.1060422487545, 49.866743295847584], [-97.1061365640826, 49.86671200409894], [-97.10623087789965, 49.866680712249256], [-97.10632519302224, 49.86664941944501], [-97.10641950798934, 49.866618127461365], [-97.10651382287125, 49.866586834500445], [-97.10660813759768, 49.86655554236014], [-97.10670245220378, 49.866524250141474], [-97.10679676672467, 49.86649295694555], [-97.10689108109008, 49.86646166457023], [-97.10698539397957, 49.86643037119493], [-97.10707970810432, 49.86639907866292], [-97.10717402210872, 49.86636778605261], [-97.10726833602791, 49.86633649246501], [-97.10736264979165, 49.866305199698004], [-97.10745696347018, 49.86627390595373], [-97.10755127699323, 49.86624261303006], [-97.10764558900522, 49.86621132000536], [-97.10773990232273, 49.866180026026086], [-97.10783421548477, 49.86614873286742], [-97.1079285285616, 49.866117438731486], [-97.10802284148296, 49.866086145416155], [-97.10811715428399, 49.86605485202248], [-97.10821146699979, 49.866023557651545], [-97.10830577816942, 49.865992264078514], [-97.10840009064455, 49.865960969550926], [-97.10849440296423, 49.86592967584394], [-97.10858871516355, 49.86589838205861], [-97.10868302727766, 49.86586708729603], [-97.10877733923631, 49.86583579335403], [-97.10887165110974, 49.865804498434784], [-97.108965961437, 49.86577320431345], [-97.10906027303464, 49.865741910136464], [-97.10886144062687, 49.86549179393308], [-97.10875485720366, 49.865357719000166]]]]}",11,124
