name,latitude,longitude,stop_number,direction,street
Eastbound Hamilton at Apple,49.89934,-97.2876,20308,Eastbound,Hamilton Avenue
Eastbound Hamilton at Sonnichsen,49.89813,-97.28772,20306,Eastbound,Hamilton Avenue
Westbound Hamilton at Sonnichsen,49.89809,-97.28806,20307,Westbound,Hamilton Avenue
Westbound Wellington at Airport Terminal (D13),49.90542,-97.22439,20072,Westbound,Wellington Avenue
Westbound Wellington at Airport Terminal,49.90535,-97.22404,20070,Westbound,Wellington Avenue
Eastbound Wellington at Aviation Museum,49.90157,-97.22492,20542,Eastbound,Wellington Avenue
Eastbound Wellington at Flight,49.901,-97.21994,20147,Eastbound,Wellington Avenue
Westbound Wellington at Flight,49.90248,-97.21842,20523,Westbound,Wellington Avenue
Westbound Wellington at Canada Post,49.90182,-97.21534,20040,Westbound,Wellington Avenue
Eastbound Wellington at Canada Post,49.90159,-97.21485,20041,Eastbound,Wellington Avenue
Southbound Sherwin at Saskatchewan,49.90651,-97.2119,21004,Southbound,Sherwin Road
Northbound Sherwin at Saskatchewan,49.90653,-97.21174,21007,Northbound,Sherwin Road
Southbound Sherwin at Dublin,49.91046,-97.21164,21003,Southbound,Sherwin Road
Northbound Sherwin at Dublin,49.91052,-97.21147,21008,Northbound,Sherwin Road
Westbound Dublin at King Edward,49.91178,-97.20574,20057,Westbound,Dublin Avenue
Eastbound Dublin at Sherwin,49.91175,-97.20947,20047,Eastbound,Dublin Avenue
Eastbound Dublin at King Edward East,49.91155,-97.20422,20056,Eastbound,Dublin Avenue
Northbound Berry at Saskatchewan,49.90522,-97.20889,21006,Northbound,Berry Street
Southbound Berry at Saskatchewan,49.90518,-97.20909,21005,Southbound,Berry Street
Westbound Dublin at Sherwin,49.91197,-97.21116,20046,Westbound,Dublin Avenue
Southbound St James at Dublin South,49.90858,-97.19956,20008,Southbound,St James Street
Eastbound Dublin at Border,49.91143,-97.20089,20054,Eastbound,Dublin Avenue
Northbound St James at Saskatchewan North,49.90838,-97.19932,10374,Northbound,St James Street
Westbound Dublin at St. James,49.91155,-97.19966,20053,Westbound,Dublin Avenue
Southbound Sherwin at Stevenson,49.91379,-97.2114,21002,Southbound,Sherwin Road
Northbound Sherwin at Stevenson,49.91395,-97.21124,27001,Northbound,Sherwin Road
Southbound St James at Costco,49.9041,-97.19991,20525,Southbound,St James Street
Northbound St James at Costco,49.9042,-97.19966,10818,Northbound,St James Street
Westbound Wellington at King Edward,49.90153,-97.20661,20078,Westbound,Wellington Avenue
Westbound Wellington at Berry,49.90164,-97.20946,21016,Westbound,Wellington Avenue
Eastbound Wellington at King Edward,49.90136,-97.20665,20077,Eastbound,Wellington Avenue
Eastbound Wellington at Berry,49.90143,-97.20959,20075,Eastbound,Wellington Avenue
Southbound Berry at Wellington,49.9012,-97.20946,20017,Southbound,Berry Street
Eastbound Wellington at Berry West,49.90151,-97.21194,20073,Eastbound,Wellington Avenue
Eastbound Notre Dame at King Edward,49.91636,-97.20744,20036,Eastbound,Notre Dame Avenue
Westbound Notre Dame at King Edward,49.91657,-97.20761,21020,Westbound,Notre Dame Avenue
Eastbound Notre Dame at Sherwin,49.91635,-97.21079,21022,Eastbound,Notre Dame Avenue
Southbound Sherwin at Notre Dame,49.91627,-97.21124,27002,Southbound,Sherwin Road
Westbound Wellington at St. James,49.90136,-97.2006,21018,Westbound,Wellington Avenue
Eastbound Notre Dame at Tentler,49.91637,-97.20241,20032,Eastbound,Notre Dame Avenue
Southbound St James at Wellington,49.90152,-97.20012,20006,Southbound,St James Street
Northbound King Edward at Notre Dame,49.9171,-97.20659,20034,Northbound,King Edward Street
Westbound Notre Dame at Tentler,49.91654,-97.20239,20031,Westbound,Notre Dame Avenue
Eastbound Wellington at St James,49.90119,-97.20028,10327,Eastbound,Wellington Avenue
Northbound St James at Wellington,49.90104,-97.1999,10372,Northbound,St James Street
Eastbound Notre Dame at Becker,49.91635,-97.20022,20030,Eastbound,Notre Dame Avenue
Northbound King Edward at Legion,49.91786,-97.2066,20028,Northbound,King Edward Street
"Westbound RRC Polytech at RRC Polytech (224, 881)",49.91736,-97.21197,20456,Westbound,RRC Polytech
Westbound Notre Dame at St. James,49.91656,-97.19957,20029,Westbound,Notre Dame Avenue
Westbound RRC Polytech at RRC Polytech (43),49.91735,-97.21225,20435,Westbound,RRC Polytech
Southbound King Edward at Legion,49.91796,-97.20693,20027,Southbound,King Edward Street
Westbound RRC Polytech at RRC Polytech (D17),49.91751,-97.21196,20432,Westbound,RRC Polytech
Westbound RRC Polytech at RRC Polytech (D16),49.91752,-97.21223,20320,Westbound,RRC Polytech
Eastbound Notre Dame at St. James,49.91635,-97.19778,21023,Eastbound,Notre Dame Avenue
Eastbound Notre Dame at Bannatyne,49.91409,-97.19294,10393,Eastbound,Notre Dame Avenue
Eastbound Notre Dame at Keewatin,49.91638,-97.19573,10390,Eastbound,Notre Dame Avenue
Westbound Notre Dame at Bannatyne,49.91438,-97.1929,10394,Westbound,Notre Dame Avenue
Westbound Notre Dame at Keewatin,49.91654,-97.19559,20012,Westbound,Notre Dame Avenue
Southbound Keewatin at Notre Dame,49.91675,-97.19529,20479,Southbound,Keewatin Street
Eastbound Notre Dame at Dublin,49.91148,-97.19016,10801,Eastbound,Notre Dame Avenue
Northbound Keewatin at William,49.91692,-97.19496,10389,Northbound,Keewatin Street
Westbound Notre Dame at Flint,49.91071,-97.18803,10399,Westbound,Notre Dame Avenue
Southbound Keewatin at Ross,49.91894,-97.19526,20478,Southbound,Keewatin Street
Northbound King Edward at Elgin,49.9216,-97.2066,20024,Northbound,King Edward Street
Southbound King Edward at Elgin,49.92171,-97.20693,20023,Southbound,King Edward Street
Northbound Keewatin at Pacific,49.91989,-97.19495,10387,Northbound,Keewatin Street
Southbound Keewatin at Alexander,49.92088,-97.19527,20477,Southbound,Keewatin Street
Southbound Valour at Wellington,49.90061,-97.18788,10252,Southbound,Valour Road
Northbound Valour at Wellington,49.90073,-97.18767,10253,Northbound,Valour Road
Eastbound Logan at Keewatin,49.92154,-97.19532,11150,Eastbound,Logan Avenue
Eastbound Logan at Dee,49.92262,-97.19872,20014,Eastbound,Logan Avenue
Westbound Logan at Dee,49.92277,-97.19863,20013,Westbound,Logan Avenue
Westbound Logan at Keewatin,49.92161,-97.19493,21021,Westbound,Logan Avenue
Eastbound Notre Dame at Erin,49.90902,-97.1834,11148,Eastbound,Notre Dame Avenue
Eastbound Logan at McKelvey,49.9205,-97.19208,10307,Eastbound,Logan Avenue
Westbound Notre Dame at Erin,49.9092,-97.18329,10405,Westbound,Notre Dame Avenue
Eastbound Logan at Ada,49.92402,-97.2031,20016,Eastbound,Logan Avenue
Southbound Erin at Richard,49.9044,-97.18367,11134,Southbound,Erin Street
Westbound Logan at Ada,49.92404,-97.2026,20015,Westbound,Logan Avenue
Northbound Keewatin at Gallagher,49.92224,-97.19492,10428,Northbound,Keewatin Street
Westbound Logan at Lock,49.92024,-97.19067,10310,Westbound,Logan Avenue
Southbound King Edward at Logan,49.92479,-97.20691,20019,Southbound,King Edward Street
Northbound King Edward at Logan,49.92481,-97.20658,20020,Northbound,King Edward Street
Eastbound Logan at Cecil,49.9188,-97.18677,10311,Eastbound,Logan Avenue
Westbound Logan at Cecil,49.91887,-97.18642,10312,Westbound,Logan Avenue
Northbound Wall at Notre Dame,49.90669,-97.18103,11133,Northbound,Wall Street
Southbound Erin at Wellington,49.90056,-97.18396,11135,Southbound,Erin Street
Westbound Wellington at Erin,49.90081,-97.18363,10256,Westbound,Wellington Avenue
Westbound Logan at King Edward,49.92568,-97.20788,20529,Westbound,Logan Avenue
Eastbound Wellington at Erin,49.90068,-97.18348,10257,Eastbound,Wellington Avenue
Northbound Wall at Richard,49.9041,-97.18122,11132,Northbound,Wall Street
Eastbound Logan at Bannister,49.92558,-97.21328,20538,Eastbound,Logan Avenue
Westbound Logan at Bannister,49.92571,-97.21333,20530,Westbound,Logan Avenue
Eastbound Logan at Quelch,49.91789,-97.18393,10313,Eastbound,Logan Avenue
Westbound Logan at Quelch,49.9179,-97.18342,10314,Westbound,Logan Avenue
Westbound Notre Dame at Myrtle,49.90724,-97.17717,10408,Westbound,Notre Dame Avenue
Eastbound Notre Dame at Wall,49.90753,-97.17867,10407,Eastbound,Notre Dame Avenue
Westbound Notre Dame at Ingersoll,49.90617,-97.17384,10411,Westbound,Notre Dame Avenue
Eastbound Notre Dame at Sherburn,49.90605,-97.17404,10412,Eastbound,Notre Dame Avenue
Southbound McPhillips at William,49.90902,-97.17126,17012,Southbound,McPhillips Street
Northbound McPhillips at William,49.90892,-97.17086,17011,Northbound,McPhillips Street
Westbound William at McPhillips,49.90901,-97.17051,10713,Westbound,William Avenue
Eastbound William at McPhillips,49.90878,-97.17033,10749,Eastbound,William Avenue
Eastbound Notre Dame at Lipton,49.90552,-97.17235,10413,Eastbound,Notre Dame Avenue
Southbound McPhillips at Notre Dame,49.90548,-97.17159,10295,Southbound,McPhillips Street
Southbound McPhillips at Pacific,49.91174,-97.17092,10301,Southbound,McPhillips Street
Westbound Notre Dame at McPhillips,49.90531,-97.17106,10414,Westbound,Notre Dame Avenue
Northbound McPhillips at Pacific,49.91177,-97.17058,10300,Northbound,McPhillips Street
Eastbound Logan at Yeomans,49.91448,-97.17327,10321,Eastbound,Logan Avenue
Eastbound Logan at McPhillips,49.91348,-97.17006,10324,Eastbound,Logan Avenue
Southbound McPhillips at Logan,49.91386,-97.17073,10302,Southbound,McPhillips Street
Westbound Logan at McPhillips,49.91391,-97.17081,10323,Westbound,Logan Avenue
Westbound Notre Dame at Arlington,49.90446,-97.16844,11144,Westbound,Notre Dame Avenue
Westbound Logan at Yeomans,49.91456,-97.17293,10322,Westbound,Logan Avenue
Southbound Arlington at Bannatyne,49.90603,-97.16673,10288,Southbound,Arlington Street
Westbound William at Arlington,49.90756,-97.16591,10746,Westbound,William Avenue
Southbound Arlington at William,49.90694,-97.16603,10289,Southbound,Arlington Street
Northbound Arlington at McDermot,49.90586,-97.16659,10287,Northbound,Arlington Street
Eastbound Notre Dame at Arlington,49.90418,-97.16821,10789,Eastbound,Notre Dame Avenue
Northbound Arlington at William,49.9072,-97.16555,10290,Northbound,Arlington Street
Northbound McPhillips at Logan,49.91435,-97.17029,10303,Northbound,McPhillips Street
Eastbound Logan at Winks,49.91534,-97.17595,10319,Eastbound,Logan Avenue
Southbound Arlington at Notre Dame,49.90381,-97.16814,10284,Southbound,Arlington Street
Northbound Arlington at Notre Dame,49.90399,-97.16788,10285,Northbound,Arlington Street
Westbound Logan at Winks,49.9154,-97.17556,10320,Westbound,Logan Avenue
Westbound Logan at Maude,49.91276,-97.16733,10326,Westbound,Logan Avenue
Eastbound Logan at Maude,49.91244,-97.16691,10325,Eastbound,Logan Avenue
Eastbound William at Arlington,49.90712,-97.16509,11126,Eastbound,William Avenue
Southbound Arlington at Ross,49.90886,-97.16454,10292,Southbound,Arlington Street
Northbound Arlington at Ross,49.90883,-97.16429,10291,Northbound,Arlington Street
Northbound Arlington at Adele,49.90251,-97.16801,10283,Northbound,Arlington Street
Eastbound Logan at Electa,49.91628,-97.17887,10317,Eastbound,Logan Avenue
Southbound Arlington at Adele,49.90198,-97.16831,10282,Southbound,Arlington Street
Eastbound Notre Dame at Simcoe,49.90343,-97.16587,10419,Eastbound,Notre Dame Avenue
Westbound Notre Dame at Tecumseh,49.90353,-97.1656,10418,Westbound,Notre Dame Avenue
Southbound Arlington at Logan,49.91065,-97.16316,10293,Southbound,Arlington Street
Northbound Arlington at Logan,49.91065,-97.16288,10294,Northbound,Arlington Street
Northbound Wall at Wellington,49.90086,-97.18147,11131,Northbound,Wall Street
Westbound Wellington at Wall,49.90075,-97.18135,10258,Westbound,Wellington Avenue
Eastbound William at Tecumseh,49.90634,-97.16268,10743,Eastbound,William Avenue
Northbound Tecumseh at Notre Dame,49.90356,-97.16461,11152,Northbound,Tecumseh Street
Northbound Tecumseh at William,49.90621,-97.16259,11110,Northbound,Tecumseh Street
Westbound Logan at Weston,49.9169,-97.18021,10316,Westbound,Logan Avenue
Eastbound Wellington at Wall,49.90063,-97.18184,10259,Eastbound,Wellington Avenue
Eastbound Logan at Arlington,49.91097,-97.16233,10330,Eastbound,Logan Avenue
Westbound Logan at Arlington,49.91118,-97.16237,10329,Westbound,Logan Avenue
Westbound William at Tecumseh,49.90626,-97.16181,10744,Westbound,William Avenue
Westbound Tecumseh at Tecumseh Loop,49.90644,-97.16162,10908,Westbound,Tecumseh Loop
Southbound Arlington at Wellington,49.90038,-97.16842,10281,Southbound,Arlington Street
Eastbound Logan at Beacon,49.91037,-97.16043,10331,Eastbound,Logan Avenue
Westbound Logan at Tecumseh,49.91025,-97.15948,10332,Westbound,Logan Avenue
Westbound William at Health Sciences Centre,49.90559,-97.15974,10740,Westbound,William Avenue
Northbound McPhillips at Jarvis (McPhillips Station),49.91893,-97.1698,30337,Northbound,McPhillips Street
Eastbound Jarvis at Sinclair,49.91771,-97.16576,30333,Eastbound,Jarvis Avenue
Westbound Jarvis at McPhillips (McPhillips St Stn),49.91904,-97.16953,30720,Westbound,Jarvis Avenue
Westbound Jarvis at Sinclair,49.91788,-97.16588,30332,Westbound,Jarvis Avenue
Eastbound William at Health Sciences Centre,49.90509,-97.1588,10741,Eastbound,William Avenue
Eastbound Logan at Nora,49.9095,-97.15773,10333,Eastbound,Logan Avenue
Westbound Logan at Nora,49.9096,-97.15747,10334,Westbound,Logan Avenue
Westbound Notre Dame at Pearl (HSC),49.90189,-97.1604,10423,Westbound,Notre Dame Avenue
Eastbound Notre Dame at McGee (HSC),49.90161,-97.16027,10422,Eastbound,Notre Dame Avenue
Southbound McPhillips at Jarvis (McPhillips St Stn),49.9202,-97.17007,30338,Southbound,McPhillips Street
Southbound Sinclair at Dufferin,49.91728,-97.16132,30323,Southbound,Sinclair Street
Northbound Sinclair at Dufferin,49.91732,-97.16107,30761,Northbound,Sinclair Street
Eastbound Logan at Lulu,49.90885,-97.15571,10335,Eastbound,Logan Avenue
Southbound Maryland at Notre Dame,49.90076,-97.15976,10424,Southbound,Maryland Street
Westbound Logan at Lulu,49.90894,-97.15544,10336,Westbound,Logan Avenue
Westbound William at Sherbrook,49.90441,-97.15608,11103,Westbound,William Avenue
Southbound Sherbrook at Bannatyne (HSC),49.90292,-97.15677,10442,Southbound,Sherbrook Street
Eastbound William at Sherbrook,49.90418,-97.15593,11102,Eastbound,William Avenue
Northbound Sherbrook at Bannatyne (HSC),49.90309,-97.15636,10441,Northbound,Sherbrook Street
Northbound Sherbrook at Notre Dame,49.90128,-97.15779,10439,Northbound,Sherbrook Street
Westbound Notre Dame at Sherbrook,49.90108,-97.15784,10771,Westbound,Notre Dame Avenue
Southbound Arlington at Dufferin,49.91693,-97.15848,30313,Southbound,Arlington Street
Northbound Arlington at Dufferin,49.91709,-97.15808,30297,Northbound,Arlington Street
Northbound Sherbrook at Cumberland,49.89979,-97.15813,10438,Northbound,Sherbrook Street
Westbound Logan at Chambers,49.9083,-97.15343,10337,Westbound,Logan Avenue
Eastbound Cumberland at Sherbrook,49.89977,-97.15797,10489,Eastbound,Cumberland Avenue
Eastbound Logan at Sherbrook,49.9079,-97.15275,10338,Eastbound,Logan Avenue
Eastbound Selkirk at Battery,49.92174,-97.16426,30331,Eastbound,Selkirk Avenue
Eastbound Selkirk at McPhillips,49.9231,-97.169,30499,Eastbound,Selkirk Avenue
Northbound McPhillips at Selkirk,49.92318,-97.16933,30500,Northbound,McPhillips Street
Westbound Selkirk at Battery,49.9218,-97.16384,30330,Westbound,Selkirk Avenue
Westbound Selkirk at McPhillips,49.92349,-97.16907,30495,Westbound,Selkirk Avenue
Southbound McPhillips at Selkirk,49.92364,-97.16969,30496,Southbound,McPhillips Street
Eastbound Selkirk at Sinclair,49.9199,-97.15847,30321,Eastbound,Selkirk Avenue
Westbound Selkirk at Sinclair,49.92003,-97.1583,30320,Westbound,Selkirk Avenue
Eastbound William at Kate,49.90303,-97.15236,10732,Eastbound,William Avenue
Westbound William at Kate,49.90317,-97.15225,10733,Westbound,William Avenue
Southbound Arlington at Selkirk,49.91919,-97.15675,30312,Southbound,Arlington Street
Eastbound Selkirk at Arlington,49.91935,-97.15675,30311,Eastbound,Selkirk Avenue
Eastbound Logan at Gunnell,49.90716,-97.15044,10339,Eastbound,Logan Avenue
Westbound Selkirk at Arlington,49.91936,-97.15622,30296,Westbound,Selkirk Avenue
Westbound Logan at Gunnell,49.90722,-97.15006,10340,Westbound,Logan Avenue
Northbound Arlington at Selkirk,49.91962,-97.15613,30295,Northbound,Arlington Street
Eastbound Dufferin at McGregor,49.91405,-97.1506,30266,Eastbound,Dufferin Avenue
Eastbound Selkirk at Parr,49.91851,-97.15414,30279,Eastbound,Selkirk Avenue
Westbound Selkirk at Parr,49.91858,-97.15379,30278,Westbound,Selkirk Avenue
Northbound McGregor at Dufferin,49.91465,-97.15057,30265,Northbound,McGregor Street
Westbound William at Isabel,49.90247,-97.15004,10728,Westbound,William Avenue
Southbound Arlington at Manitoba,49.92059,-97.15566,30310,Southbound,Arlington Street
Eastbound William at Isabel,49.90228,-97.15005,10729,Eastbound,William Avenue
Northbound Arlington at Manitoba,49.92066,-97.15533,30294,Northbound,Arlington Street
Westbound Logan at Isabel,49.90646,-97.14745,10342,Westbound,Logan Avenue
Eastbound Logan at Isabel,49.90609,-97.14702,10341,Eastbound,Logan Avenue
Westbound Logan at Laura,49.90533,-97.14411,10344,Westbound,Logan Avenue
Eastbound Logan at Laura,49.90524,-97.14442,10343,Eastbound,Logan Avenue
Northbound Isabel at Logan,49.90564,-97.14686,10759,Northbound,Isabel Street
Eastbound Dufferin at Salter,49.91195,-97.14407,30181,Eastbound,Dufferin Avenue
Westbound Dufferin at Salter,49.91217,-97.14405,30180,Westbound,Dufferin Avenue
Southbound Isabel at Alexander,49.9054,-97.14734,10758,Southbound,Isabel Street
Northbound Salter at Dufferin,49.91221,-97.14286,30178,Northbound,Salter Street
Southbound Salter at Dufferin,49.91254,-97.14293,30179,Southbound,Salter Street
Westbound Logan at Fountain,49.90461,-97.1419,10346,Westbound,Logan Avenue
