name,latitude,longitude,category
Unknown,49.897185274410404,-97.14967748772123,Recreation
Unknown,49.9120535359128,-97.12877229913373,Recreation
Unknown,49.88372941030869,-97.23253017321191,Recreation
Unknown,49.8622255785537,-97.0756860458588,Recreation
Unknown,49.939191988983175,-97.2170209464221,Recreation
Unknown,49.8607277739463,-97.06110995893386,Recreation
Unknown,49.856317761922256,-97.17251815056034,Recreation
Unknown,49.918176729773386,-97.11293602093998,Recreation
Unknown,49.87595100827344,-97.22615631627512,Recreation
Unknown,49.90668316725798,-97.15211624556942,Recreation
Unknown,49.86326941576007,-97.13743954749229,Recreation
Unknown,49.85430198649438,-97.09943642357007,Recreation
Unknown,49.927302522422956,-97.10778449337198,Recreation
Unknown,49.87336613189396,-97.29410445541664,Recreation
Unknown,49.92476203722547,-97.11900110955271,Recreation
Unknown,49.890716550305235,-97.30360230375688,Recreation
Unknown,49.90588718451568,-97.15437577752361,Recreation
Unknown,49.892022262368535,-97.15700062607259,Recreation
Unknown,49.87740719127604,-97.17269621702884,Recreation
Unknown,49.92498105420769,-97.13899031626879,Recreation
Unknown,49.88444846023354,-97.20919457631247,Recreation
Unknown,49.83061519925521,-97.16862058826274,Recreation
Unknown,49.94398742806458,-97.07863046954104,Recreation
Unknown,49.903376301428516,-97.15140023461556,Recreation
Unknown,49.830575402936155,-97.06620464567554,Recreation
Unknown,49.898501325892006,-97.02520947877485,Recreation
Unknown,49.88811356934229,-97.31393690176401,Recreation
Unknown,49.91617759975457,-97.1138439470991,Recreation
Unknown,49.86690036421766,-97.18841885775825,Recreation
Unknown,49.89487115043081,-97.16132057852268,Recreation
Unknown,49.87578600821583,-97.14414225212079,Recreation
Unknown,49.81012084594154,-97.1623657758534,Recreation
Unknown,49.938909709553066,-97.06710434658744,Recreation
Unknown,49.90665247923684,-97.07321054520582,Recreation
Unknown,49.8174128552233,-97.09934399109854,Recreation
Unknown,49.78484088718098,-97.14808086637395,Recreation
Unknown,49.88273832149955,-97.13838105716002,Recreation
Unknown,49.91375516343847,-97.14216573194591,Recreation
Unknown,49.84720082437964,-97.07948483244698,Recreation
Southbound Castlebrook at Windflower,49.78022,-97.20777,Transit
Northbound Castlebrook at Windflower,49.78042,-97.20771,Transit
Westbound Skyline at Kilroy,49.77932,-97.20401,Transit
Eastbound Skyline at Berry Hill,49.77923,-97.20369,Transit
Westbound Skyline at Highpark,49.77985,-97.20002,Transit
Eastbound Skyline at Highpark,49.77981,-97.1997,Transit
Southbound Eaglewood at Kilroy,49.78223,-97.19918,Transit
Northbound Eaglewood at Kilroy,49.78241,-97.19912,Transit
Southbound Eaglewood at Longspur,49.78051,-97.19679,Transit
Northbound Eaglewood at Longspur,49.78015,-97.19626,Transit
Eastbound Bridge Lake at Del Monica (School Charter),49.78397,-97.19707,Transit
Northbound Waverley at Firestone,49.77476,-97.19844,Transit
Southbound Waverley at Firestone,49.77418,-97.19917,Transit
Southbound Eaglewood at Waverley,49.77803,-97.19528,Transit
Northbound Eaglewood at Waverley,49.77823,-97.19512,Transit
Southbound Bridge Lake at Del Monica,49.78455,-97.19683,Transit
Southbound Waverley at Youngstown,49.77229,-97.20223,Transit
Northbound Waverley at Youngstown,49.77208,-97.20235,Transit
Southbound Ken Oblik at Waverley,49.77658,-97.19439,Transit
Southbound Bridge Lake at South Town,49.78783,-97.20011,Transit
Southbound Bridge Lake at Valley Brook,49.78693,-97.19716,Transit
Northbound Bridge Lake at Stone Meadow,49.78728,-97.19774,Transit
Westbound Ken Oblik at Youngstown,49.7701,-97.20228,Transit
Northbound Bridge Lake at Willow Creek,49.78975,-97.20157,Transit
Eastbound Ken Oblik at Youngstown,49.76998,-97.20236,Transit
Eastbound Bison at Appleford,49.79068,-97.20893,Transit
Westbound Bridge Lake at Willow Creek,49.79022,-97.20201,Transit
Westbound Ken Oblik at Florence,49.77019,-97.1987,Transit
Westbound Waverley at Kenaston,49.77887,-97.18986,Transit
Eastbound Ken Oblik at Florence,49.77008,-97.19831,Transit
Eastbound Ken Oblik at Ken Wong,49.77493,-97.19101,Transit
Westbound Bridge Lake at Bankfield,49.79142,-97.20381,Transit
Eastbound Waverley at Kenaston,49.77883,-97.18901,Transit
Northbound Bridge Lake at Bison,49.79181,-97.20405,Transit
Eastbound South Town at Centre,49.79084,-97.19739,Transit
Westbound Ken Oblik at Crystal Lake,49.77022,-97.19419,Transit
Westbound Bridge Lake at Red Spruce,49.79304,-97.206,Transit
Eastbound Ken Oblik at Bass (School Charter),49.77006,-97.19337,Transit
Eastbound Ken Oblik at Northwater,49.77389,-97.18877,Transit
Northbound Centre at Park West North,49.79199,-97.19711,Transit
Southbound Ken Oblik at Northwater,49.77339,-97.1887,Transit
Southbound Centre at Park West,49.79254,-97.19745,Transit
Eastbound South Town at Kenaston,49.79157,-97.19461,Transit
Westbound South Town at Kenaston,49.79171,-97.1944,Transit
Westbound Ken Oblik at Hughes,49.77085,-97.18989,Transit
Eastbound Ken Oblik at Hughes,49.77083,-97.18967,Transit
Northbound Waverley at Payworks,49.77999,-97.1845,Transit
Eastbound Bison at Park West,49.79394,-97.19993,Transit
Westbound Waverley at John Angus,49.78033,-97.18397,Transit
Westbound Bridge Lake at Lake Bend,49.79511,-97.20753,Transit
Southbound John Angus at Tellier,49.78436,-97.18476,Transit
Westbound Bison at Park West,49.79439,-97.19958,Transit
Northbound John Angus at Tellier,49.78453,-97.18456,Transit
Northbound Centre at Bison,49.79417,-97.19764,Transit
Southbound John Angus at Waverley,49.78108,-97.18322,Transit
Northbound John Angus at Waverley,49.78147,-97.18325,Transit
Northbound Tim Sale at Kirkbridge,49.77878,-97.18172,Transit
Southbound Centre at Cooper's Town,49.79552,-97.19819,Transit
Southbound Tim Sale at Stan Bailie,49.77791,-97.18163,Transit
Eastbound John Angus at Brookstone West,49.78614,-97.18317,Transit
Northbound Centre at Cooper's Town,49.79566,-97.19799,Transit
Eastbound Bison at Park East,49.7951,-97.1956,Transit
Westbound Bison at Park East,49.79528,-97.19581,Transit
Westbound John Angus at Caribou,49.78654,-97.18257,Transit
Westbound Bridge Lake at Water Bend,49.79751,-97.20712,Transit
Northbound Tim Sale at Trailside,49.77655,-97.18043,Transit
Eastbound Joe Keeper at Ruth,49.79266,-97.18765,Transit
Eastbound Kirkbridge at Tim Sale,49.78043,-97.17289,Transit
Westbound Kirkbridge at Millstream,49.78055,-97.17227,Transit
Eastbound Kirkbridge at Bairdmore,49.78047,-97.17035,Transit
Westbound Kirkbridge at Bairdmore,49.78062,-97.17015,Transit
Southbound Bairdmore at Kirkbridge,49.78038,-97.16954,Transit
Northbound Bairdmore at Kirkbridge,49.7803,-97.1693,Transit
Westbound Tim Sale at Waterstone,49.77582,-97.17694,Transit
Eastbound Tim Sale at Stan Bailie (South),49.7757,-97.17648,Transit
Southbound Bairdmore at Millstream,49.77851,-97.16887,Transit
Southbound Tim Sale at Northern Lights,49.77608,-97.1798,Transit
Northbound Bairdmore at Millstream,49.77851,-97.16866,Transit
Northbound Bairdmore at Bernfield North,49.7837,-97.17041,Transit
Southbound Bairdmore at Bernfield North,49.78397,-97.17058,Transit
Eastbound Kirkbridge at Brentlawn,49.78109,-97.1661,Transit
Southbound Bairdmore at Point West,49.77711,-97.16685,Transit
Northbound Bairdmore at Point West,49.77721,-97.1664,Transit
Northbound Brentlawn at Kirkbridge,49.78089,-97.16514,Transit
Southbound Bairdmore at Hawstead,49.78586,-97.1699,Transit
Northbound Bairdmore at Hawstead,49.78608,-97.16976,Transit
Westbound Kirkbridge at Brentlawn South,49.78142,-97.1647,Transit
Eastbound John Angus at Gelley,49.78762,-97.17886,Transit
Northbound Bairdmore at Brentlawn,49.77844,-97.1637,Transit
Westbound John Angus at Shipley,49.78772,-97.17898,Transit
Southbound Bairdmore at Southborough,49.77837,-97.16354,Transit
Eastbound John Angus at Brookstone,49.78812,-97.17487,Transit
Westbound John Angus at Kingfisher,49.78826,-97.1752,Transit
Eastbound Sandusky at Bairdmore,49.78801,-97.17096,Transit
Northbound Bairdmore at Sandusky,49.78785,-97.17016,Transit
Southbound Bairdmore at Sandusky,49.7884,-97.17033,Transit
Westbound Kirkbridge at Allendale,49.78295,-97.1622,Transit
Eastbound Kirkbridge at Allendale,49.78286,-97.16202,Transit
Westbound Kirkbridge at Brentlawn North,49.7851,-97.16312,Transit
Eastbound Kirkbridge at Hawstead,49.78558,-97.16318,Transit
Westbound Grandmont at Lamirande,49.77112,-97.16465,Transit
Eastbound Grandmont at Delorme West,49.77087,-97.16499,Transit
Westbound Grandmont at Le Maire,49.76989,-97.16731,Transit
Eastbound Grandmont at le Maire,49.76985,-97.16703,Transit
Southbound Bairdmore at Calderwood West,49.79079,-97.16848,Transit
Northbound Bairdmore at Calderwood West,49.79082,-97.16796,Transit
Southbound Pembina at Dalhousie South,49.78129,-97.15708,Transit
Southbound Pembina at De Vos,49.77948,-97.15697,Transit
Eastbound Grandmont at Delorme East,49.77115,-97.16238,Transit
Northbound Pembina at De Vos,49.78015,-97.15657,Transit
Northbound Pembina at Dalhousie South,49.78211,-97.1567,Transit
Westbound Grandmont at Berard,49.77122,-97.16199,Transit
Westbound Kirkbridge at Marrington,49.78818,-97.16099,Transit
Eastbound Kirkbridge at Hillmartin,49.78806,-97.16062,Transit
Southbound Keslar at Bairdmore,49.79156,-97.16683,Transit
Northbound Keslar at Bairdmore,49.79172,-97.16679,Transit
Southbound Pembina at Newdale North,49.78609,-97.15737,Transit
Southbound Le Maire at la Porte,49.76809,-97.16635,Transit
Northbound Le Maire at la Porte,49.76813,-97.16616,Transit
Southbound Bairdmore at Calderwood East,49.79177,-97.16565,Transit
Northbound Bairdmore at Calderwood East,49.79187,-97.16492,Transit
Southbound Pembina at Cloutier South,49.77353,-97.15661,Transit
Northbound Pembina at Newdale North,49.78693,-97.15698,Transit
Northbound Pembina at Cloutier South,49.77347,-97.15621,Transit
Westbound Kirkbridge at Pembina West,49.78903,-97.15848,Transit
Southbound Pembina at Killarney,49.7882,-97.1575,Transit
Westbound Grandmont at Pembina,49.77172,-97.15747,Transit
Eastbound Kirkbridge at Pembina West,49.78893,-97.15807,Transit
Eastbound Grandmont at Pembina,49.77149,-97.15731,Transit
Westbound Joe Keeper at Ruth,49.7929,-97.18739,Transit
Northbound Bairdmore at Marrington,49.79256,-97.16288,Transit
Northbound Pembina at Killarney,49.78905,-97.15712,Transit
Southbound Bairdmore at Marrington,49.79265,-97.16303,Transit
Southbound Pembina at Grandmont,49.77104,-97.15694,Transit
Northbound Pembina at Grandmont,49.7713,-97.15653,Transit
Southbound Keslar at Wayfield,49.79482,-97.16946,Transit
Southbound Baylor at Dalhousie,49.78366,-97.15248,Transit
Northbound Keslar at Wayfield,49.79503,-97.16948,Transit
Southbound Baylor at Leeds,49.78535,-97.15294,Transit
Westbound Killarney at Pembina East,49.78963,-97.15658,Transit
Southbound Dalhousie at Baylor,49.78365,-97.15202,Transit
Eastbound Killarney at Pembina East,49.7896,-97.15624,Transit
Northbound Baylor at Leeds,49.78554,-97.15274,Transit
Westbound Ducharme at le Maire,49.76587,-97.16422,Transit
Westbound Ducharme at Houde,49.76734,-97.1606,Transit
Eastbound Ducharme at le Maire,49.76583,-97.16394,Transit
Eastbound Ducharme at Houde,49.76727,-97.1604,Transit
Westbound Ducharme at Villeneuve,49.7679,-97.15902,Transit
Eastbound Ducharme at Villeneuve,49.76785,-97.15872,Transit
Southbound Baylor at Mount Allison,49.78789,-97.15295,Transit
Northbound Baylor at Mount Allison,49.78761,-97.15266,Transit
Northbound Pembina at Ducharme,49.76882,-97.15642,Transit
Southbound Baylor at Killarney,49.7898,-97.15451,Transit
Southbound Frontier at Joe Keeper,49.79665,-97.18018,Transit
Northbound Frontier at Joe Keeper,49.79672,-97.18005,Transit
Northbound Baylor at Killarney,49.7899,-97.15438,Transit
Southbound Pembina at Greencrest,49.79234,-97.15766,Transit
Eastbound Lee at Keslar,49.79641,-97.1689,Transit
Westbound Lee at Keslar,49.79647,-97.16915,Transit
Westbound Killarney at Baylor,49.79026,-97.1547,Transit
Southbound Pembina at Ducharme,49.76812,-97.15646,Transit
Eastbound Killarney at Baylor,49.7903,-97.15418,Transit
Northbound Pembina at Greencrest,49.7926,-97.15725,Transit
Southbound Bairdmore at Barnes,49.79419,-97.16008,Transit
Northbound Bairdmore at Firbridge,49.79407,-97.15979,Transit
Northbound Dalhousie at Ryerson,49.78601,-97.14708,Transit
Southbound Dalhousie at Nuffield,49.78598,-97.14732,Transit
Northbound Dalhousie at Rochester,49.78716,-97.14631,Transit
Southbound Dalhousie at Greyfriars,49.78792,-97.14606,Transit
Northbound Dalhousie at St. Edmund's,49.78899,-97.14515,Transit
Southbound Dalhousie at Selwyn,49.79001,-97.14472,Transit
Southbound Dalhousie at Radcliffe,49.79188,-97.14372,Transit
Eastbound Lemay at St. Pierre,49.76804,-97.14524,Transit
Eastbound Killarney at Caledon,49.79112,-97.15178,Transit
Westbound Killarney at Caledon,49.79113,-97.15215,Transit
Eastbound Killarney at Acadia,49.79219,-97.14864,Transit
Northbound Dalhousie at St. Dunstan's,49.79257,-97.14386,Transit
Southbound St Pierre at St. Gabriel,49.76732,-97.14445,Transit
Westbound Killarney at Acadia,49.79243,-97.14834,Transit
Westbound Killarney at Briar Cliff,49.79321,-97.14603,Transit
Eastbound Killarney at Briar Cliff,49.79326,-97.14547,Transit
Eastbound Lemay at La Barriere,49.76696,-97.14832,Transit
Northbound Pembina at De La Digue,49.7667,-97.15466,Transit
Northbound Dalhousie at Purdue,49.79489,-97.14574,Transit
Southbound Pembina at Station,49.76669,-97.1552,Transit
Westbound De L'eglise at St. Pierre,49.76488,-97.14483,Transit
Westbound De L'eglise at Campeau,49.76482,-97.149,Transit
Southbound Dalhousie at Purdue,49.79556,-97.14648,Transit
Eastbound Lemay at Pembina,49.76533,-97.15281,Transit
Westbound De L'eglise at Pembina East,49.76474,-97.15254,Transit
Southbound Pembina at Lemay,49.76503,-97.15373,Transit
Northbound Villeneuve at Gendreau,49.76561,-97.15661,Transit
Eastbound Silverstone at McGill,49.7966,-97.14572,Transit
Westbound Silverstone at McGill,49.79674,-97.14573,Transit
Westbound Des Trappistes at Pembina West,49.76441,-97.15394,Transit
Eastbound Dalhousie at Pembina East,49.79512,-97.15667,Transit
Eastbound Dalhousie at Ulster,49.79621,-97.15344,Transit
Westbound Dalhousie at Pembina East,49.79524,-97.157,Transit
Eastbound Silverstone at MacAlester,49.79741,-97.14335,Transit
Northbound Pembina at Dalhousie North,49.79531,-97.15715,Transit
Westbound Dalhousie at Ulster,49.79632,-97.15382,Transit
Westbound Silverstone at Laval,49.79755,-97.14336,Transit
Westbound Des Trappistes at Villeneuve,49.76395,-97.1553,Transit
Eastbound Dalhousie at Allegheny,49.79701,-97.15108,Transit
Westbound Dalhousie at Allegheny,49.79697,-97.15186,Transit
Eastbound Dalhousie at Allegheny East,49.7976,-97.14871,Transit
Westbound Dalhousie at Silverstone West,49.7977,-97.14822,Transit
Southbound Brady at Vitran,49.81216,-97.21953,Transit
Northbound Brady at Vitran,49.81262,-97.21938,Transit
Southbound Scurfield at Ivy Lea,49.80511,-97.21643,Transit
Northbound Scurfield at Vanderbilt,49.80537,-97.21631,Transit
Northbound Scurfield at Izatt School,49.80715,-97.21541,Transit
Southbound Scurfield at Izatt School,49.80742,-97.21527,Transit
Westbound Fleetwood at Royal Oak,49.81107,-97.21601,Transit
Eastbound Fleetwood at Royal Oak,49.81092,-97.21591,Transit
Westbound Scurfield at Vineland,49.80375,-97.21417,Transit
Eastbound Scurfield at Vineland,49.80352,-97.21321,Transit
Northbound Fort Whyte at Fort Whyte Alive,49.81579,-97.21826,Transit
Southbound Scurfield at Fleetwood West,49.80962,-97.21247,Transit
Northbound Scurfield at Fleetwood West,49.80979,-97.21217,Transit
Westbound Scurfield at Sheffield,49.80638,-97.20856,Transit
Eastbound Scurfield at Sheffield,49.80656,-97.20842,Transit
Eastbound Scurfield at Beacon Hill,49.80449,-97.20971,Transit
Westbound Scurfield at Beacon Hill,49.80433,-97.21049,Transit
Eastbound Columbia at Westmoreland,49.80891,-97.20394,Transit
Eastbound Scurfield at Fleetwood East,49.80947,-97.2085,Transit
Westbound Scurfield at Fleetwood East,49.80957,-97.2087,Transit
Westbound Columbia at Westmoreland,49.80923,-97.20413,Transit
Eastbound Columbia at Scurfield,49.81043,-97.2061,Transit
Westbound Columbia at Scurfield,49.8107,-97.20621,Transit
Eastbound Columbia at Shillingstone,49.80872,-97.19989,Transit
Westbound Bridge Lake at Rose Garden,49.80007,-97.2028,Transit
Westbound Columbia at Prospect,49.80921,-97.19889,Transit
Southbound Scurfield at Portwood,49.81211,-97.21155,Transit
Westbound Bridge Lake at Sablewood,49.79882,-97.20512,Transit
Southbound Columbia at Saxon,49.81112,-97.19743,Transit
Northbound Columbia at Saxon,49.81125,-97.19734,Transit
Southbound Columbia at Exbury,49.81227,-97.1989,Transit
Southbound Scurfield at Invermere,49.81375,-97.21133,Transit
Northbound Columbia at Exbury,49.81264,-97.19911,Transit
Westbound North Town at Centre St.,49.79867,-97.19793,Transit
Eastbound Scurfield at Columbia East,49.81432,-97.20067,Transit
Southbound Scurfield at Leander,49.81504,-97.21065,Transit
Southbound Columbia at Scurfield,49.81491,-97.20182,Transit
Westbound Scurfield at Columbia East,49.81456,-97.20038,Transit
Northbound Columbia at Scurfield,49.81488,-97.20139,Transit
Southbound Centre at North Town,49.79793,-97.19728,Transit
Northbound Centre at North Town,49.79801,-97.19707,Transit
Eastbound North Town at Kenaston,49.7988,-97.19516,Transit
Westbound North Town at Kenaston,49.79901,-97.19472,Transit
Southbound Columbia at Marygrove South,49.81614,-97.20377,Transit
Southbound Scurfield at Breckenridge,49.81623,-97.20973,Transit
Northbound Columbia at Marygrove South,49.8163,-97.20353,Transit
Eastbound Scurfield at Kenaston West,49.81518,-97.19779,Transit
Westbound Scurfield at Kenaston West,49.81536,-97.19799,Transit
Southbound Scurfield at Moncrief,49.81726,-97.20747,Transit
Southbound Columbia at Marygrove North,49.81748,-97.20488,Transit
Westbound North Town at Hill Grove,49.79975,-97.19086,Transit
Northbound Columbia at Marygrove North,49.81773,-97.2047,Transit
Southbound Bridgeland at Oak Lawn,49.80311,-97.1887,Transit
Eastbound North Town at Hill Grove,49.79971,-97.19067,Transit
Northbound Bridgeland at Oak Lawn,49.80326,-97.1886,Transit
Eastbound Bridgeland at Bridlewood,49.80595,-97.18792,Transit
Westbound Bridgeland at Clovercrest,49.80634,-97.18783,Transit
Southbound Columbia at McGillivray,49.81898,-97.20606,Transit
Southbound Henlow at Fultz,49.81382,-97.1907,Transit
Northbound Columbia at McGillivray,49.81906,-97.20577,Transit
Northbound Henlow at Fultz,49.81398,-97.19061,Transit
Northbound Henlow at Scurfield South,49.81533,-97.19171,Transit
Westbound Scurfield at Henlow,49.81677,-97.19383,Transit
Eastbound Scurfield at Henlow West,49.81676,-97.19313,Transit
Northbound Henlow at Scurfield,49.81661,-97.19273,Transit
Eastbound McGillivray at Kenaston,49.82025,-97.20379,Transit
Southbound Kenaston Common at McGillivray (Costco),49.82046,-97.20706,Transit
Westbound McGillivray at Kenaston,49.82033,-97.20409,Transit
Westbound North Town at North Town,49.80234,-97.18481,Transit
Eastbound North Town at Bridgeland,49.80216,-97.18481,Transit
Northbound Columbia Drive at McGillivray North,49.82064,-97.20697,Transit
Southbound Dovercourt at Henlow,49.81483,-97.18785,Transit
Northbound Dovercourt at Henlow,49.81505,-97.18781,Transit
Southbound Dovercourt at Scurfield South,49.81624,-97.18901,Transit
Eastbound Bridgeland at Beachham,49.80854,-97.1831,Transit
Southbound North Town at Bison,49.80097,-97.18375,Transit
Northbound North Town at Bison,49.80108,-97.18361,Transit
Northbound Dovercourt at Scurfield South,49.81645,-97.18894,Transit
Westbound Bridgeland at Beachham,49.80878,-97.18281,Transit
Westbound Bridgeland at Maple Creek,49.80209,-97.18289,Transit
Westbound Scurfield at Dovercourt,49.81781,-97.19056,Transit
Southbound Dovercourt at Scurfield,49.81757,-97.19008,Transit
Eastbound Scurfield at Dovercourt,49.81776,-97.1903,Transit
Eastbound Bridgeland at Maple Creek,49.8021,-97.1825,Transit
Northbound Dovercourt at Scurfield,49.81771,-97.18998,Transit
Southbound Kenaston Common at Kenaston (Rona),49.82252,-97.20742,Transit
Northbound Columbia Drive at Kenaston Common,49.82272,-97.20721,Transit
Southbound Frontier at Cadboro,49.7994,-97.18244,Transit
Southbound Kenaston at Wal-Mart,49.82225,-97.19953,Transit
Northbound Kenaston at Wal-Mart,49.82285,-97.20056,Transit
Northbound Frontier at Cadboro,49.79897,-97.18191,Transit
Southbound Dovercourt at Ocean Ridge,49.82051,-97.19221,Transit
Northbound Dovercourt at Ocean Ridge,49.82072,-97.19215,Transit
Eastbound Arbour Meadow at Bridgeland,49.80688,-97.17478,Transit
Westbound Arbour Meadow at Bridgeland,49.80713,-97.17486,Transit
Eastbound Bridgeland at Poplar Point,49.80373,-97.17772,Transit
Westbound Bridgeland at Highland Creek,49.80381,-97.17792,Transit
Northbound Bridgeland at Appletree,49.80847,-97.1759,Transit
Southbound Bridgeland at Brockington,49.80869,-97.17628,Transit
Southbound Chancellor at Lake Crest,49.80726,-97.17159,Transit
Northbound Chancellor at Lakeside,49.80775,-97.17139,Transit
Northbound Chancellor at Lake Lindero,49.80928,-97.17141,Transit
Southbound Chancellor at Lake Lindero,49.80961,-97.1716,Transit
Eastbound Bridgeland at Lake Forest,49.81,-97.17877,Transit
Westbound Bridgeland at Abbeydale,49.81021,-97.17854,Transit
Southbound Chancellor at Lake Albrin,49.81157,-97.17028,Transit
Westbound Markham at Chancellor West,49.8034,-97.16557,Transit
Northbound Chancellor at Lake Albrin,49.81159,-97.16996,Transit
Eastbound Markham at Chancellor West,49.80354,-97.16535,Transit
Westbound Markham at Forest Lake,49.8055,-97.16435,Transit
Southbound Markham at Bison,49.80213,-97.16573,Transit
Northbound Markham at Bison,49.80244,-97.16538,Transit
Eastbound Bison at Barnes,49.80166,-97.16584,Transit
Eastbound Markham at Forest Lake,49.80554,-97.16392,Transit
Westbound Bison at Markham,49.80185,-97.16526,Transit
Northbound Chancellor at Lake Lindero East,49.81222,-97.16808,Transit
Southbound Chancellor at Swan Lake,49.81244,-97.1676,Transit
Westbound Markham at Chancellor East,49.80675,-97.16078,Transit
Northbound Waverley at Abinojii Mikanah,49.8153,-97.17845,Transit
Eastbound Markham at Chancellor East,49.80671,-97.16051,Transit
Eastbound Bison at Pembina,49.80148,-97.1614,Transit
Southbound Waverley at Abinojii Mikanah,49.81566,-97.17909,Transit
Northbound Barnes at Lee,49.7988,-97.16402,Transit
Southbound Barnes at Lee,49.79841,-97.16387,Transit
Northbound Chancellor at Chancellor,49.81323,-97.163,Transit
Westbound Markham at Gull Lake,49.80752,-97.1585,Transit
Southbound Chancellor at Lake Grove East,49.81349,-97.16238,Transit
Eastbound Markham at Gull Lake,49.80758,-97.15792,Transit
Southbound Southwest Transitway at Markham Station,49.80819,-97.15753,Transit
Northbound Southwest Transitway at Markham Station,49.80868,-97.15739,Transit
Westbound Markham at Markham Station,49.80816,-97.15659,Transit
Southbound Pembina at Bison,49.80129,-97.15731,Transit
Eastbound Scurfield at Waverley,49.81815,-97.18022,Transit
Northbound Pembina at Bison,49.80178,-97.15687,Transit
Westbound Scurfield at Waverley,49.81837,-97.18021,Transit
Southbound Waverley at Scurfield,49.81861,-97.17949,Transit
Southbound Pembina at Victoria Hospital,49.80655,-97.15525,Transit
Westbound Chancellor Matheson at Pembina,49.80198,-97.15592,Transit
Northbound Pembina at Victoria Hospital,49.80604,-97.15509,Transit
Southbound Chancellor at Lake Village,49.8141,-97.15939,Transit
Northbound Chancellor at Lake Village,49.81401,-97.15923,Transit
Eastbound Chancellor Matheson at Pembina,49.80178,-97.1555,Transit
Westbound Markham at Pembina,49.80876,-97.1547,Transit
Eastbound Scurfield at Henlow East,49.8182,-97.18549,Transit
Northbound Waverley at Scurfield,49.81955,-97.1791,Transit
Westbound Scurfield at Henlow East,49.81837,-97.18499,Transit
Westbound Southpark at Southpark Station,49.81056,-97.15465,Transit
Southbound Southwest Transitway at Chancellor Station,49.81386,-97.157,Transit
Northbound Chancellor at Chancellor Station,49.81452,-97.15743,Transit
Eastbound Southpark at Southpark Station,49.81066,-97.15395,Transit
Southbound Newmarket at Ballantrae,49.81965,-97.16746,Transit
Northbound Newmarket at Ballantrae,49.81986,-97.16724,Transit
Southbound Pembina at Southpark South,49.81043,-97.15324,Transit
Southbound Pembina at Dalhousie North,49.79581,-97.15753,Transit
Southbound Chancellor at Chancellor Station,49.81496,-97.15655,Transit
Northbound Pembina at Southpark,49.81074,-97.15266,Transit
Northbound Southwest Transitway at Chancellor Station,49.81561,-97.15671,Transit
Northbound Chancellor at Gaylene,49.8154,-97.1549,Transit
Northbound Waverley at Chevrier,49.82234,-97.17912,Transit
Southbound Pembina at Thatcher,49.8136,-97.15227,Transit
Northbound Pembina at Thatcher,49.81324,-97.15195,Transit
Southbound Waverley at Chevrier,49.82269,-97.17952,Transit
Westbound Chevrier at Gamble,49.82289,-97.17829,Transit
Eastbound Chevrier at Gamble,49.82308,-97.17731,Transit
Southbound Gamble at Chevrier,49.823,-97.17884,Transit
Westbound Dafoe at University,49.80573,-97.13964,Transit
Eastbound Innovation at Research,49.80295,-97.14692,Transit
Westbound Innovation at Research,49.80299,-97.14713,Transit
Eastbound Dafoe at University,49.80576,-97.13917,Transit
Northbound University at Chancellor Matheson,49.80716,-97.1396,Transit
Southbound University at Dysart,49.80856,-97.14126,Transit
Eastbound Bohemier at University Crescent,49.80938,-97.14281,Transit
Westbound Bohemier at University Crescent,49.80964,-97.1424,Transit
Northbound University at Dysart,49.80969,-97.14162,Transit
Northbound University at Freedman,49.80485,-97.1377,Transit
Southbound University at Freedman,49.80418,-97.1377,Transit
Westbound Dafoe at Agriculture,49.80678,-97.13653,Transit
Eastbound Dafoe at Agriculture,49.80679,-97.13607,Transit
Southbound University at Markham,49.8116,-97.14545,Transit
Northbound University at Markham,49.81203,-97.14549,Transit
Eastbound Freedman at King's Drive,49.80518,-97.13373,Transit
Northbound King's at Freedman,49.80527,-97.13327,Transit
Westbound Silverstone at Celtic,49.79872,-97.1399,Transit
Eastbound Silverstone at Tunis,49.79847,-97.14023,Transit
Westbound Silverstone at Aurora,49.8001,-97.1358,Transit
Northbound King's at Pasadena,49.8035,-97.13258,Transit
Eastbound Silverstone at Aurora,49.79994,-97.1359,Transit
Southbound King's at Pasadena,49.80304,-97.13263,Transit
Westbound Dafoe at U of M Station (BLUE),49.80857,-97.13143,Transit
Westbound Silverstone at King's Drive,49.80138,-97.13204,Transit
Eastbound Silverstone at King's Drive,49.80128,-97.1319,Transit
Eastbound Dafoe at U of M Station,49.8086,-97.13072,Transit
"Westbound Dafoe at U of M Station (F8, 74)",49.80888,-97.13038,Transit
Southbound University at Thatcher,49.81519,-97.1473,Transit
"Westbound Dafoe at U of M Station (F9, 679, 889)",49.80899,-97.13002,Transit
Northbound University at Thatcher,49.81538,-97.14715,Transit
"Westbound Dafoe at U of M Station (662, 671, 672)",49.80924,-97.1295,Transit
Southbound University at Wedgewood,49.81695,-97.14908,Transit
Northbound Chancellor at Pembina,49.81622,-97.15235,Transit
Southbound Chancellor at Pembina,49.81636,-97.15265,Transit
Northbound University at Wedgewood,49.81739,-97.14944,Transit
Eastbound St.Amant Access at St.Amant,49.81593,-97.13268,Transit
Northbound Pembina at University Crescent,49.81762,-97.15168,Transit
Southbound University at Pembina,49.81783,-97.15115,Transit
Eastbound Abinojii Mikanah Ramp EB to Pembina at Pembina,49.81776,-97.1526,Transit
Southbound Pembina at University Crescent,49.81791,-97.15222,Transit
